year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,indicated_abuse_neglect,indicated_sexual_abuse,reported_abuse_neglect,reported_sexual_abuse,indicated_abuse_neglect_rate,indicated_sexual_abuse_rate,reported_abuse_neglect_rate,reported_sexual_abuse_rate
2011,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3224,103.0,5.0,239.0,15.0,3194.8,155.1,7413.2,465.3
2011,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,7404,111.0,11.0,406.0,38.0,1499.2,148.6,5483.5,513.2
2011,53,105.0,Livingston,11,Central,Mostly Urban,40.8,8630,181.0,9.0,493.0,28.0,2097.3,104.3,5712.6,324.4
2011,54,107.0,Logan,11,Central,Mostly Urban,39.9,5950,125.0,7.0,410.0,26.0,2100.8,117.6,6890.8,437.0
2011,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5266,110.0,4.0,338.0,22.0,2088.9,76.0,6418.5,417.8
2011,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,81975,616.0,22.0,1943.0,134.0,751.4,26.8,2370.2,163.5
2011,57,113.0,McLean,11,Central,Mostly Urban,16.5,38455,538.0,29.0,1633.0,76.0,1399.0,75.4,4246.5,197.6
2011,58,115.0,Macon,6,Central,Mostly Urban,15.3,25146,507.0,24.0,1368.0,79.0,2016.2,95.4,5440.2,314.2
2011,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,10723,259.0,15.0,762.0,44.0,2415.4,139.9,7106.2,410.3
2011,60,119.0,Madison,3,Southern,Mostly Urban,13.3,60463,637.0,46.0,2472.0,174.0,1053.5,76.1,4088.5,287.8
2011,61,121.0,Marion,4,Southern,Mostly Urban,45.1,9042,202.0,11.0,702.0,45.0,2234.0,121.7,7763.8,497.7
2011,62,123.0,Marshall,10,Central,Completely Rural,100.0,2690,30.0,1.0,152.0,7.0,1115.2,37.2,5650.6,260.2
2011,63,125.0,Mason,8,Central,Mostly Rural,77.5,3165,86.0,4.0,262.0,15.0,2717.2,126.4,8278.0,473.9
2011,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3475,73.0,6.0,311.0,21.0,2100.7,172.7,8949.6,604.3
2011,65,129.0,Menard,8,Central,Mostly Rural,75.7,2934,42.0,2.0,131.0,15.0,1431.5,68.2,4464.9,511.2
2011,66,131.0,Mercer,14,Central,Mostly Rural,77.8,3649,55.0,5.0,165.0,14.0,1507.3,137.0,4521.8,383.7
2011,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,8006,38.0,3.0,116.0,12.0,474.6,37.5,1448.9,149.9
2011,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6240,99.0,6.0,344.0,24.0,1586.5,96.2,5512.8,384.6
2011,69,137.0,Morgan,7,Central,Mostly Urban,36.2,7423,139.0,10.0,468.0,35.0,1872.6,134.7,6304.7,471.5
2011,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3730,53.0,4.0,170.0,20.0,1420.9,107.2,4557.6,536.2
2011,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,12850,103.0,18.0,456.0,42.0,801.6,140.1,3548.6,326.8
2011,72,143.0,Peoria,10,Central,Mostly Urban,14.6,44833,747.0,41.0,2362.0,159.0,1666.2,91.5,5268.4,354.6
2011,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4545,41.0,2.0,237.0,15.0,902.1,44.0,5214.5,330.0
2011,74,147.0,Piatt,6,Central,Mostly Rural,67.7,3909,43.0,7.0,113.0,11.0,1100.0,179.1,2890.8,281.4
2011,75,149.0,Pike,8,Central,Mostly Rural,72.3,3696,67.0,3.0,259.0,27.0,1812.8,81.2,7007.6,730.5
2011,76,151.0,Pope,1,Southern,Completely Rural,100.0,770,10.0,0.0,51.0,3.0,1298.7,0.0,6623.4,389.6
2011,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1359,26.0,3.0,84.0,13.0,1913.2,220.8,6181.0,956.6
2011,78,155.0,Putnam,10,Central,Completely Rural,100.0,1244,16.0,0.0,44.0,3.0,1286.2,0.0,3537.0,241.2
2011,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,6563,119.0,12.0,387.0,30.0,1813.2,182.8,5896.7,457.1
2011,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3608,128.0,11.0,261.0,24.0,3547.7,304.9,7233.9,665.2
2011,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,33134,618.0,28.0,1877.0,110.0,1865.2,84.5,5664.9,332.0
2011,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,67471,651.0,52.0,2827.0,203.0,964.9,77.1,4189.9,300.9
2011,83,165.0,Saline,1,Southern,Mostly Urban,43.7,5613,164.0,10.0,443.0,32.0,2921.8,178.2,7892.4,570.1
2011,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,46767,725.0,52.0,2840.0,199.0,1550.2,111.2,6072.7,425.5
2011,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1549,22.0,1.0,90.0,8.0,1420.3,64.6,5810.2,516.5
2011,86,171.0,Scott,7,Central,Completely Rural,100.0,1196,14.0,0.0,42.0,2.0,1170.6,0.0,3511.7,167.2
2011,87,173.0,Shelby,4,Central,Mostly Rural,77.7,4931,90.0,7.0,275.0,14.0,1825.2,142.0,5577.0,283.9
2011,88,175.0,Stark,10,Central,Completely Rural,100.0,1324,16.0,1.0,47.0,3.0,1208.5,75.5,3549.8,226.6
2011,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,10571,152.0,11.0,591.0,47.0,1437.9,104.1,5590.8,444.6
2011,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,31717,421.0,30.0,1444.0,92.0,1327.4,94.6,4552.8,290.1
2011,91,181.0,Union,1,Southern,Mostly Rural,65.9,3747,126.0,5.0,265.0,16.0,3362.7,133.4,7072.3,427.0
2011,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,19893,493.0,38.0,1540.0,108.0,2478.3,191.0,7741.4,542.9
2011,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,2594,61.0,4.0,185.0,20.0,2351.6,154.2,7131.8,771.0
2011,94,187.0,Warren,9,Central,Mostly Urban,45.5,3932,55.0,5.0,204.0,15.0,1398.8,127.2,5188.2,381.5
2011,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3124,31.0,5.0,143.0,16.0,992.3,160.1,4577.5,512.2
2011,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,3770,105.0,15.0,221.0,23.0,2785.1,397.9,5862.1,610.1
2011,97,193.0,White,2,Southern,Mostly Rural,62.0,3097,67.0,4.0,240.0,11.0,2163.4,129.2,7749.4,355.2
2011,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,13551,186.0,7.0,703.0,54.0,1372.6,51.7,5187.8,398.5
2011,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,192685,883.0,69.0,3640.0,302.0,458.3,35.8,1889.1,156.7
2011,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,14676,306.0,20.0,1110.0,66.0,2085.0,136.3,7563.4,449.7
2011,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,72165,1411.0,81.0,4138.0,288.0,1955.2,112.2,5734.1,399.1
2011,102,203.0,Woodford,11,Central,Mostly Rural,54.9,9829,57.0,13.0,232.0,29.0,579.9,132.3,2360.4,295.0
2012,1,1.0,Adams,8,Central,Mostly Urban,32.6,15294,281.0,14.0,1261.0,74.0,1837.3,91.5,8245.1,483.8
2012,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,1730,34.0,4.0,141.0,15.0,1965.3,231.2,8150.3,867.1
2012,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3532,48.0,6.0,192.0,21.0,1359.0,169.9,5436.0,594.6
2012,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,14722,70.0,5.0,336.0,28.0,475.5,34.0,2282.3,190.2
2012,5,9.0,Brown,8,Central,Mostly Urban,41.1,1054,8.0,0.0,46.0,2.0,759.0,0.0,4364.3,189.8
2012,6,11.0,Bureau,13,Central,Mostly Rural,57.4,7730,60.0,7.0,276.0,31.0,776.2,90.6,3570.5,401.0
2012,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1054,13.0,3.0,30.0,5.0,1233.4,284.6,2846.3,474.4
2012,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,3039,18.0,4.0,79.0,9.0,592.3,131.6,2599.5,296.2
2012,9,17.0,Cass,8,Central,Mostly Rural,52.1,3324,52.0,2.0,161.0,21.0,1564.4,60.2,4843.6,631.8
2012,10,19.0,Champaign,6,Central,Mostly Urban,12.7,39270,609.0,45.0,2152.0,154.0,1550.8,114.6,5480.0,392.2
2012,11,21.0,Christian,4,Central,Mostly Urban,43.5,7555,108.0,8.0,417.0,34.0,1429.5,105.9,5519.5,450.0
2012,12,23.0,Clark,5,Southern,Mostly Rural,59.5,3729,71.0,8.0,250.0,23.0,1904.0,214.5,6704.2,616.8
2012,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3113,83.0,5.0,283.0,19.0,2666.2,160.6,9090.9,610.3
2012,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,8339,73.0,9.0,311.0,25.0,875.4,107.9,3729.5,299.8
2012,15,29.0,Coles,5,Central,Mostly Urban,24.3,9609,126.0,12.0,639.0,64.0,1311.3,124.9,6650.0,666.0
2012,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,1211935,8466.0,772.0,32654.0,2807.0,698.6,63.7,2694.4,231.6
2012,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,3958,160.0,19.0,293.0,34.0,4042.4,480.0,7402.7,859.0
2012,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2543,30.0,3.0,85.0,10.0,1179.7,118.0,3342.5,393.2
2012,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,23137,147.0,16.0,783.0,57.0,635.3,69.2,3384.2,246.4
2012,20,39.0,De Witt,6,Central,Mostly Urban,48.8,3664,59.0,3.0,222.0,11.0,1610.3,81.9,6059.0,300.2
2012,21,41.0,Douglas,6,Central,Mostly Rural,61.6,5077,38.0,1.0,203.0,7.0,748.5,19.7,3998.4,137.9
2012,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,223500,955.0,94.0,3571.0,314.0,427.3,42.1,1597.8,140.5
2012,23,45.0,Edgar,5,Central,Mostly Rural,51.8,3915,90.0,8.0,288.0,24.0,2298.9,204.3,7356.3,613.0
2012,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1549,24.0,0.0,54.0,2.0,1549.4,0.0,3486.1,129.1
2012,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,8326,105.0,7.0,318.0,24.0,1261.1,84.1,3819.4,288.3
2012,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,4890,79.0,6.0,295.0,29.0,1615.5,122.7,6032.7,593.0
2012,27,53.0,Ford,11,Central,Mostly Urban,41.8,3260,50.0,3.0,187.0,14.0,1533.7,92.0,5736.2,429.4
2012,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,9043,168.0,11.0,793.0,59.0,1857.8,121.6,8769.2,652.4
2012,29,57.0,Fulton,9,Central,Mostly Rural,60.0,7571,143.0,6.0,567.0,31.0,1888.8,79.2,7489.1,409.5
2012,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1102,25.0,1.0,85.0,8.0,2268.6,90.7,7713.2,726.0
2012,31,61.0,Greene,7,Central,Mostly Rural,70.8,3059,37.0,2.0,165.0,10.0,1209.5,65.4,5393.9,326.9
2012,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,13377,82.0,9.0,373.0,27.0,613.0,67.3,2788.4,201.8
2012,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,1906,37.0,1.0,153.0,9.0,1941.2,52.5,8027.3,472.2
2012,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4048,33.0,3.0,223.0,20.0,815.2,74.1,5508.9,494.1
2012,35,69.0,Hardin,2,Southern,Completely Rural,100.0,867,16.0,2.0,77.0,7.0,1845.4,230.7,8881.2,807.4
2012,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1384,30.0,5.0,76.0,7.0,2167.6,361.3,5491.3,505.8
2012,37,73.0,Henry,14,Central,Mostly Rural,50.3,11718,174.0,7.0,641.0,36.0,1484.9,59.7,5470.2,307.2
2012,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,6673,93.0,6.0,381.0,33.0,1393.7,89.9,5709.6,494.5
2012,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,10677,207.0,11.0,777.0,44.0,1938.7,103.0,7277.3,412.1
2012,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2212,38.0,0.0,132.0,8.0,1717.9,0.0,5967.5,361.7
2012,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,8460,300.0,8.0,752.0,46.0,3546.1,94.6,8888.9,543.7
2012,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,5030,59.0,6.0,168.0,13.0,1173.0,119.3,3340.0,258.4
2012,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,4546,30.0,3.0,185.0,12.0,659.9,66.0,4069.5,264.0
2012,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2383,41.0,5.0,109.0,15.0,1720.5,209.8,4574.1,629.5
2012,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,146203,1027.0,90.0,3827.0,264.0,702.4,61.6,2617.6,180.6
2012,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,27802,214.0,16.0,1036.0,95.0,769.7,57.5,3726.4,341.7
2012,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,36210,120.0,16.0,673.0,62.0,331.4,44.2,1858.6,171.2
2012,48,95.0,Knox,9,Central,Mostly Urban,24.3,10536,230.0,16.0,753.0,45.0,2183.0,151.9,7146.9,427.1
2012,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,184611,1593.0,89.0,4356.0,280.0,862.9,48.2,2359.6,151.7
2012,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,25470,435.0,29.0,1688.0,107.0,1707.9,113.9,6627.4,420.1
2012,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3213,72.0,4.0,238.0,9.0,2240.9,124.5,7407.4,280.1
2012,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,7296,75.0,4.0,366.0,28.0,1028.0,54.8,5016.4,383.8
2012,53,105.0,Livingston,11,Central,Mostly Urban,40.8,8505,165.0,7.0,533.0,39.0,1940.0,82.3,6266.9,458.6
2012,54,107.0,Logan,11,Central,Mostly Urban,39.9,5840,160.0,5.0,477.0,21.0,2739.7,85.6,8167.8,359.6
2012,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5283,58.0,3.0,306.0,27.0,1097.9,56.8,5792.2,511.1
2012,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,80184,543.0,31.0,1973.0,143.0,677.2,38.7,2460.6,178.3
2012,57,113.0,McLean,11,Central,Mostly Urban,16.5,38458,542.0,44.0,1707.0,124.0,1409.3,114.4,4438.6,322.4
2012,58,115.0,Macon,6,Central,Mostly Urban,15.3,24730,570.0,32.0,1535.0,115.0,2304.9,129.4,6207.0,465.0
2012,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,10454,234.0,19.0,659.0,48.0,2238.4,181.7,6303.8,459.2
2012,60,119.0,Madison,3,Southern,Mostly Urban,13.3,59936,581.0,48.0,2740.0,199.0,969.4,80.1,4571.5,332.0
2012,61,121.0,Marion,4,Southern,Mostly Urban,45.1,8989,218.0,7.0,761.0,56.0,2425.2,77.9,8465.9,623.0
2012,62,123.0,Marshall,10,Central,Completely Rural,100.0,2569,39.0,2.0,163.0,18.0,1518.1,77.9,6344.9,700.7
2012,63,125.0,Mason,8,Central,Mostly Rural,77.5,3103,107.0,9.0,329.0,22.0,3448.3,290.0,10602.6,709.0
2012,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3364,66.0,8.0,274.0,23.0,1962.0,237.8,8145.1,683.7
2012,65,129.0,Menard,8,Central,Mostly Rural,75.7,2929,42.0,4.0,106.0,7.0,1433.9,136.6,3619.0,239.0
2012,66,131.0,Mercer,14,Central,Mostly Rural,77.8,3600,83.0,2.0,244.0,19.0,2305.6,55.6,6777.8,527.8
2012,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,7881,34.0,4.0,128.0,17.0,431.4,50.8,1624.2,215.7
2012,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6176,103.0,8.0,371.0,25.0,1667.7,129.5,6007.1,404.8
2012,69,137.0,Morgan,7,Central,Mostly Urban,36.2,7297,156.0,1.0,538.0,22.0,2137.9,13.7,7372.9,301.5
2012,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3762,43.0,4.0,156.0,8.0,1143.0,106.3,4146.7,212.7
2012,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,12487,77.0,5.0,432.0,34.0,616.6,40.0,3459.6,272.3
2012,72,143.0,Peoria,10,Central,Mostly Urban,14.6,44609,784.0,48.0,2545.0,189.0,1757.5,107.6,5705.1,423.7
2012,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4435,86.0,12.0,248.0,20.0,1939.1,270.6,5591.9,451.0
2012,74,147.0,Piatt,6,Central,Mostly Rural,67.7,3778,42.0,0.0,149.0,12.0,1111.7,0.0,3943.9,317.6
2012,75,149.0,Pike,8,Central,Mostly Rural,72.3,3632,28.0,7.0,231.0,25.0,770.9,192.7,6360.1,688.3
2012,76,151.0,Pope,1,Southern,Completely Rural,100.0,720,12.0,1.0,39.0,3.0,1666.7,138.9,5416.7,416.7
2012,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1346,37.0,1.0,106.0,12.0,2748.9,74.3,7875.2,891.5
2012,78,155.0,Putnam,10,Central,Completely Rural,100.0,1195,6.0,0.0,50.0,4.0,502.1,0.0,4184.1,334.7
2012,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,6391,77.0,8.0,327.0,33.0,1204.8,125.2,5116.6,516.4
2012,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3623,115.0,9.0,322.0,28.0,3174.2,248.4,8887.7,772.8
2012,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,33163,610.0,52.0,1966.0,135.0,1839.4,156.8,5928.3,407.1
2012,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,66032,594.0,50.0,3115.0,227.0,899.6,75.7,4717.4,343.8
2012,83,165.0,Saline,1,Southern,Mostly Urban,43.7,5552,155.0,10.0,507.0,35.0,2791.8,180.1,9131.8,630.4
2012,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,46345,796.0,71.0,2955.0,223.0,1717.6,153.2,6376.1,481.2
2012,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1525,29.0,4.0,77.0,6.0,1901.6,262.3,5049.2,393.4
2012,86,171.0,Scott,7,Central,Completely Rural,100.0,1210,14.0,1.0,89.0,4.0,1157.0,82.6,7355.4,330.6
2012,87,173.0,Shelby,4,Central,Mostly Rural,77.7,4891,101.0,2.0,297.0,17.0,2065.0,40.9,6072.4,347.6
2012,88,175.0,Stark,10,Central,Completely Rural,100.0,1279,27.0,1.0,73.0,3.0,2111.0,78.2,5707.6,234.6
2012,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,10347,137.0,12.0,637.0,49.0,1324.1,116.0,6156.4,473.6
2012,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,31812,397.0,33.0,1545.0,119.0,1248.0,103.7,4856.7,374.1
2012,91,181.0,Union,1,Southern,Mostly Rural,65.9,3688,133.0,4.0,277.0,11.0,3606.3,108.5,7510.8,298.3
2012,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,19544,425.0,11.0,1604.0,84.0,2174.6,56.3,8207.1,429.8
2012,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,2540,73.0,4.0,177.0,15.0,2874.0,157.5,6968.5,590.6
2012,94,187.0,Warren,9,Central,Mostly Urban,45.5,3913,85.0,4.0,238.0,14.0,2172.2,102.2,6082.3,357.8
2012,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3131,42.0,0.0,149.0,6.0,1341.4,0.0,4758.9,191.6
2012,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,3752,73.0,6.0,204.0,16.0,1945.6,159.9,5437.1,426.4
2012,97,193.0,White,2,Southern,Mostly Rural,62.0,3114,87.0,7.0,266.0,19.0,2793.8,224.8,8542.1,610.1
2012,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,13319,187.0,6.0,860.0,59.0,1404.0,45.0,6456.9,443.0
2012,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,189481,911.0,87.0,3772.0,315.0,480.8,45.9,1990.7,166.2
2012,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,14621,227.0,11.0,1066.0,66.0,1552.6,75.2,7290.9,451.4
2012,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,71029,1380.0,69.0,4058.0,253.0,1942.9,97.1,5713.2,356.2
2012,102,203.0,Woodford,11,Central,Mostly Rural,54.9,9775,56.0,6.0,264.0,28.0,572.9,61.4,2700.8,286.4
2013,1,1.0,Adams,8,Central,Mostly Urban,32.6,15185,257.0,14.0,1118.0,58.0,1692.5,92.2,7362.5,382.0
2013,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,1743,25.0,5.0,146.0,15.0,1434.3,286.9,8376.4,860.6
2013,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3460,45.0,4.0,205.0,25.0,1300.6,115.6,5924.9,722.5
2013,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,14375,112.0,8.0,425.0,31.0,779.1,55.7,2956.5,215.7
2013,5,9.0,Brown,8,Central,Mostly Urban,41.1,1054,6.0,1.0,34.0,3.0,569.3,94.9,3225.8,284.6
2013,6,11.0,Bureau,13,Central,Mostly Rural,57.4,7546,108.0,18.0,347.0,29.0,1431.2,238.5,4598.5,384.3
2013,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1061,16.0,4.0,59.0,5.0,1508.0,377.0,5560.8,471.3
2013,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,2959,26.0,2.0,134.0,17.0,878.7,67.6,4528.6,574.5
2013,9,17.0,Cass,8,Central,Mostly Rural,52.1,3302,53.0,1.0,160.0,10.0,1605.1,30.3,4845.5,302.8
2013,10,19.0,Champaign,6,Central,Mostly Urban,12.7,39416,587.0,37.0,2222.0,142.0,1489.2,93.9,5637.3,360.3
2013,11,21.0,Christian,4,Central,Mostly Urban,43.5,7335,147.0,11.0,438.0,36.0,2004.1,150.0,5971.4,490.8
2013,12,23.0,Clark,5,Southern,Mostly Rural,59.5,3678,63.0,5.0,219.0,16.0,1712.9,135.9,5954.3,435.0
2013,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3087,66.0,2.0,205.0,15.0,2138.0,64.8,6640.8,485.9
2013,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,8152,44.0,6.0,250.0,16.0,539.7,73.6,3066.7,196.3
2013,15,29.0,Coles,5,Central,Mostly Urban,24.3,9594,226.0,9.0,737.0,38.0,2355.6,93.8,7681.9,396.1
2013,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,1199650,8366.0,689.0,32789.0,2610.0,697.4,57.4,2733.2,217.6
2013,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,3909,112.0,8.0,261.0,26.0,2865.2,204.7,6676.9,665.1
2013,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2516,31.0,5.0,107.0,10.0,1232.1,198.7,4252.8,397.5
2013,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,22898,182.0,16.0,902.0,49.0,794.8,69.9,3939.2,214.0
2013,20,39.0,De Witt,6,Central,Mostly Urban,48.8,3619,83.0,4.0,273.0,14.0,2293.5,110.5,7543.5,386.8
2013,21,41.0,Douglas,6,Central,Mostly Rural,61.6,5048,26.0,3.0,154.0,12.0,515.1,59.4,3050.7,237.7
2013,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,221580,1039.0,102.0,3777.0,290.0,468.9,46.0,1704.6,130.9
2013,23,45.0,Edgar,5,Central,Mostly Rural,51.8,3831,79.0,2.0,300.0,12.0,2062.1,52.2,7830.9,313.2
2013,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1549,38.0,1.0,83.0,3.0,2453.2,64.6,5358.3,193.7
2013,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,8251,98.0,3.0,250.0,15.0,1187.7,36.4,3029.9,181.8
2013,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,4807,99.0,9.0,348.0,28.0,2059.5,187.2,7239.4,582.5
2013,27,53.0,Ford,11,Central,Mostly Urban,41.8,3174,46.0,2.0,272.0,9.0,1449.3,63.0,8569.6,283.6
2013,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,8842,172.0,8.0,810.0,49.0,1945.3,90.5,9160.8,554.2
2013,29,57.0,Fulton,9,Central,Mostly Rural,60.0,7397,143.0,5.0,599.0,53.0,1933.2,67.6,8097.9,716.5
2013,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1096,35.0,2.0,127.0,11.0,3193.4,182.5,11587.6,1003.6
2013,31,61.0,Greene,7,Central,Mostly Rural,70.8,3011,42.0,2.0,170.0,11.0,1394.9,66.4,5646.0,365.3
2013,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,13186,96.0,7.0,371.0,29.0,728.0,53.1,2813.6,219.9
2013,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,1883,61.0,1.0,123.0,5.0,3239.5,53.1,6532.1,265.5
2013,34,67.0,Hancock,9,Central,Mostly Rural,71.0,3925,36.0,5.0,227.0,26.0,917.2,127.4,5783.4,662.4
2013,35,69.0,Hardin,2,Southern,Completely Rural,100.0,833,9.0,1.0,52.0,2.0,1080.4,120.0,6242.5,240.1
2013,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1350,19.0,2.0,77.0,4.0,1407.4,148.1,5703.7,296.3
2013,37,73.0,Henry,14,Central,Mostly Rural,50.3,11494,205.0,18.0,791.0,56.0,1783.5,156.6,6881.9,487.2
2013,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,6530,78.0,8.0,320.0,26.0,1194.5,122.5,4900.5,398.2
2013,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,10717,257.0,17.0,844.0,50.0,2398.1,158.6,7875.3,466.5
2013,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2199,50.0,3.0,104.0,12.0,2273.8,136.4,4729.4,545.7
2013,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,8465,438.0,16.0,933.0,52.0,5174.2,189.0,11021.9,614.3
2013,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,4976,41.0,4.0,180.0,12.0,824.0,80.4,3617.4,241.2
2013,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,4453,40.0,0.0,177.0,9.0,898.3,0.0,3974.8,202.1
2013,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2336,19.0,0.0,112.0,10.0,813.4,0.0,4794.5,428.1
2013,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,144586,1155.0,71.0,3851.0,290.0,798.8,49.1,2663.5,200.6
2013,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,27357,276.0,15.0,1110.0,76.0,1008.9,54.8,4057.5,277.8
2013,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,36048,148.0,8.0,628.0,52.0,410.6,22.2,1742.1,144.3
