year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,intake_screening,other,social_history,supplemental_social_history,intake_screening_rate,other_rate,social_history_rate,supplemental_social_history_rate
2007,13,25.0,Clay,4,Southern,Mostly Rural,64.7,1241,21.0,0.0,3.0,0.0,1692.2,0.0,241.7,0.0
2007,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,3495,0.0,0.0,2.0,0.0,0.0,0.0,57.2,0.0
2007,15,29.0,Coles,5,Central,Mostly Urban,24.3,3552,178.0,0.0,8.0,0.0,5011.3,0.0,225.2,0.0
2007,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,493423,0.0,0.0,2699.0,706.0,0.0,0.0,547.0,143.1
2007,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,1720,0.0,1.0,4.0,0.0,0.0,58.1,232.6,0.0
2007,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,1042,4.0,0.0,1.0,0.0,383.9,0.0,96.0,0.0
2007,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,8807,98.0,412.0,4.0,0.0,1112.8,4678.1,45.4,0.0
2007,20,39.0,De Witt,6,Central,Mostly Urban,48.8,1567,0.0,0.0,15.0,0.0,0.0,0.0,957.2,0.0
2007,21,41.0,Douglas,6,Central,Mostly Rural,61.6,1890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,94830,697.0,383.0,483.0,15.0,735.0,403.9,509.3,15.8
2007,23,45.0,Edgar,5,Central,Mostly Rural,51.8,1691,0.0,0.0,8.0,0.0,0.0,0.0,473.1,0.0
2007,24,47.0,Edwards,2,Southern,Completely Rural,100.0,553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,3685,0.0,0.0,8.0,0.0,0.0,0.0,217.1,0.0
2007,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,1921,0.0,0.0,6.0,0.0,0.0,0.0,312.3,0.0
2007,27,53.0,Ford,11,Central,Mostly Urban,41.8,1346,0.0,0.0,5.0,1.0,0.0,0.0,371.5,74.3
2007,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,3547,0.0,0.0,7.0,0.0,0.0,0.0,197.3,0.0
2007,29,57.0,Fulton,9,Central,Mostly Rural,60.0,3174,86.0,0.0,9.0,0.0,2709.5,0.0,283.6,0.0
2007,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,547,0.0,0.0,8.0,0.0,0.0,0.0,1462.5,0.0
2007,31,61.0,Greene,7,Central,Mostly Rural,70.8,1365,0.0,0.0,1.0,0.0,0.0,0.0,73.3,0.0
2007,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,4950,50.0,5.0,4.0,0.0,1010.1,101.0,80.8,0.0
2007,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,34,67.0,Hancock,9,Central,Mostly Rural,71.0,1780,42.0,2.0,0.0,1.0,2359.6,112.4,0.0,56.2
2007,35,69.0,Hardin,2,Southern,Completely Rural,100.0,340,0.0,0.0,2.0,0.0,0.0,0.0,588.2,0.0
2007,36,71.0,Henderson,9,Central,Mostly Rural,99.7,682,15.0,0.0,2.0,0.0,2199.4,0.0,293.3,0.0
2007,37,73.0,Henry,14,Central,Mostly Rural,50.3,4875,123.0,1.0,12.0,1.0,2523.1,20.5,246.2,20.5
2007,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,3117,50.0,0.0,6.0,0.0,1604.1,0.0,192.5,0.0
2007,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,3730,0.0,0.0,4.0,3.0,0.0,0.0,107.2,80.4
2007,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,901,0.0,0.0,3.0,1.0,0.0,0.0,333.0,111.0
2007,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,3696,0.0,0.0,4.0,0.0,0.0,0.0,108.2,0.0
2007,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,2191,60.0,5.0,15.0,2.0,2738.5,228.2,684.6,91.3
2007,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,1959,0.0,0.0,15.0,1.0,0.0,0.0,765.7,51.0
2007,44,87.0,Johnson,1,Southern,Completely Rural,100.0,1021,0.0,0.0,2.0,0.0,0.0,0.0,195.9,0.0
2007,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,55127,197.0,317.0,203.0,271.0,357.4,575.0,368.2,491.6
2007,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,11193,265.0,261.0,44.0,7.0,2367.6,2331.8,393.1,62.5
2007,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,10760,311.0,11.0,59.0,12.0,2890.3,102.2,548.3,111.5
2007,48,95.0,Knox,9,Central,Mostly Urban,24.3,4382,35.0,3.0,7.0,3.0,798.7,68.5,159.7,68.5
2007,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,79570,381.0,371.0,393.0,168.0,478.8,466.3,493.9,211.1
2007,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,10870,337.0,2.0,14.0,0.0,3100.3,18.4,128.8,0.0
2007,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,1349,0.0,0.0,3.0,0.0,0.0,0.0,222.4,0.0
2007,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,3337,0.0,0.0,7.0,0.0,0.0,0.0,209.8,0.0
2007,53,105.0,Livingston,11,Central,Mostly Urban,40.8,3678,504.0,24.0,26.0,5.0,13703.1,652.5,706.9,135.9
2007,54,107.0,Logan,11,Central,Mostly Urban,39.9,2463,0.0,0.0,23.0,0.0,0.0,0.0,933.8,0.0
2007,55,109.0,McDonough,9,Central,Mostly Urban,29.5,1928,102.0,2.0,1.0,1.0,5290.5,103.7,51.9,51.9
2007,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,35658,149.0,107.0,160.0,0.0,417.9,300.1,448.7,0.0
2007,57,113.0,McLean,11,Central,Mostly Urban,16.5,14341,1748.0,87.0,169.0,76.0,12188.8,606.7,1178.4,529.9
2007,58,115.0,Macon,6,Central,Mostly Urban,15.3,9822,0.0,0.0,59.0,13.0,0.0,0.0,600.7,132.4
2007,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,4498,0.0,0.0,9.0,5.0,0.0,0.0,200.1,111.2
2007,60,119.0,Madison,3,Southern,Mostly Urban,13.3,24737,344.0,200.0,48.0,0.0,1390.6,808.5,194.0,0.0
2007,61,121.0,Marion,4,Southern,Mostly Urban,45.1,3941,0.0,0.0,24.0,0.0,0.0,0.0,609.0,0.0
2007,62,123.0,Marshall,10,Central,Completely Rural,100.0,1301,0.0,0.0,4.0,1.0,0.0,0.0,307.5,76.9
2007,63,125.0,Mason,8,Central,Mostly Rural,77.5,1470,0.0,0.0,5.0,3.0,0.0,0.0,340.1,204.1
2007,64,127.0,Massac,1,Southern,Mostly Rural,50.5,1346,0.0,0.0,12.0,0.0,0.0,0.0,891.5,0.0
2007,65,129.0,Menard,8,Central,Mostly Rural,75.7,1313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,66,131.0,Mercer,14,Central,Mostly Rural,77.8,1546,0.0,0.0,4.0,0.0,0.0,0.0,258.7,0.0
2007,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,3307,0.0,0.0,3.0,0.0,0.0,0.0,90.7,0.0
2007,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,2687,0.0,0.0,5.0,2.0,0.0,0.0,186.1,74.4
2007,69,137.0,Morgan,7,Central,Mostly Urban,36.2,3051,226.0,9.0,15.0,4.0,7407.4,295.0,491.6,131.1
2007,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,1421,0.0,5.0,1.0,0.0,0.0,351.9,70.4,0.0
2007,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,6102,0.0,23.0,8.0,1.0,0.0,376.9,131.1,16.4
2007,72,143.0,Peoria,10,Central,Mostly Urban,14.6,16996,0.0,1.0,221.0,151.0,0.0,5.9,1300.3,888.4
2007,73,145.0,Perry,20,Southern,Mostly Urban,43.6,1903,0.0,0.0,14.0,1.0,0.0,0.0,735.7,52.5
2007,74,147.0,Piatt,6,Central,Mostly Rural,67.7,1693,0.0,0.0,2.0,0.0,0.0,0.0,118.1,0.0
2007,75,149.0,Pike,8,Central,Mostly Rural,72.3,1549,0.0,0.0,8.0,0.0,0.0,0.0,516.5,0.0
2007,76,151.0,Pope,1,Southern,Completely Rural,100.0,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,620,0.0,0.0,6.0,0.0,0.0,0.0,967.7,0.0
2007,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,2819,0.0,0.0,6.0,2.0,0.0,0.0,212.8,70.9
2007,80,159.0,Richland,2,Southern,Mostly Urban,43.5,1366,0.0,0.0,4.0,5.0,0.0,0.0,292.8,366.0
2007,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,12477,236.0,216.0,171.0,14.0,1891.5,1731.2,1370.5,112.2
2007,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,26859,0.0,20.0,47.0,19.0,0.0,74.5,175.0,70.7
2007,83,165.0,Saline,1,Southern,Mostly Urban,43.7,2449,44.0,0.0,2.0,0.0,1796.7,0.0,81.7,0.0
2007,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,18248,1009.0,1450.0,93.0,0.0,5529.4,7946.1,509.6,0.0
2007,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,643,0.0,52.0,9.0,2.0,0.0,8087.1,1399.7,311.0
2007,87,173.0,Shelby,4,Central,Mostly Rural,77.7,2187,0.0,0.0,1.0,0.0,0.0,0.0,45.7,0.0
2007,88,175.0,Stark,10,Central,Completely Rural,100.0,626,3.0,0.0,6.0,0.0,479.2,0.0,958.5,0.0
2007,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,4481,5.0,0.0,16.0,0.0,111.6,0.0,357.1,0.0
2007,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,12284,284.0,0.0,35.0,5.0,2312.0,0.0,284.9,40.7
2007,91,181.0,Union,1,Southern,Mostly Rural,65.9,1642,0.0,0.0,3.0,0.0,0.0,0.0,182.7,0.0
2007,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,7743,0.0,0.0,198.0,0.0,0.0,0.0,2557.1,0.0
2007,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,1101,0.0,0.0,3.0,0.0,0.0,0.0,272.5,0.0
2007,94,187.0,Warren,9,Central,Mostly Urban,45.5,1498,33.0,0.0,1.0,0.0,2202.9,0.0,66.8,0.0
2007,95,189.0,Washington,20,Southern,Mostly Rural,73.6,1449,0.0,0.0,4.0,0.0,0.0,0.0,276.1,0.0
2007,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,1463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,97,193.0,White,2,Southern,Mostly Rural,62.0,1244,0.0,0.0,9.0,1.0,0.0,0.0,723.5,80.4
2007,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,5656,68.0,0.0,14.0,0.0,1202.3,0.0,247.5,0.0
2007,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,78453,1358.0,4.0,110.0,32.0,1731.0,5.1,140.2,40.8
2007,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,5509,229.0,0.0,7.0,1.0,4156.8,0.0,127.1,18.2
2007,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,29905,2275.0,1.0,205.0,146.0,7607.4,3.3,685.5,488.2
2007,102,203.0,Woodford,11,Central,Mostly Rural,54.9,4062,8.0,0.0,50.0,2.0,196.9,0.0,1230.9,49.2
2007,78,155.0,Putnam,10,Central,Completely Rural,100.0,559,0.0,0.0,2.0,0.0,0.0,0.0,357.8,0.0
2008,1,1.0,Adams,8,Central,Mostly Urban,32.6,6034,55.0,0.0,45.0,39.0,911.5,0.0,745.8,646.3
2008,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,724,0.0,0.0,10.0,0.0,0.0,0.0,1381.2,0.0
2008,3,5.0,Bond,3,Southern,Mostly Rural,60.7,1509,0.0,0.0,4.0,0.0,0.0,0.0,265.1,0.0
2008,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,6503,153.0,0.0,19.0,0.0,2352.8,0.0,292.2,0.0
2008,5,9.0,Brown,8,Central,Mostly Urban,41.1,454,0.0,64.0,4.0,0.0,0.0,14096.9,881.1,0.0
2008,6,11.0,Bureau,13,Central,Mostly Rural,57.4,3316,49.0,0.0,5.0,0.0,1477.7,0.0,150.8,0.0
2008,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,1431,0.0,4.0,4.0,1.0,0.0,279.5,279.5,69.9
2008,9,17.0,Cass,8,Central,Mostly Rural,52.1,1330,0.0,0.0,24.0,0.0,0.0,0.0,1804.5,0.0
2008,10,19.0,Champaign,6,Central,Mostly Urban,12.7,13583,17.0,185.0,127.0,24.0,125.2,1362.0,935.0,176.7
2008,11,21.0,Christian,4,Central,Mostly Urban,43.5,3241,0.0,10.0,17.0,1.0,0.0,308.5,524.5,30.9
2008,12,23.0,Clark,5,Southern,Mostly Rural,59.5,1662,0.0,0.0,3.0,0.0,0.0,0.0,180.5,0.0
2008,13,25.0,Clay,4,Southern,Mostly Rural,64.7,1191,10.0,0.0,2.0,0.0,839.6,0.0,167.9,0.0
2008,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,3488,0.0,0.0,7.0,0.0,0.0,0.0,200.7,0.0
2008,15,29.0,Coles,5,Central,Mostly Urban,24.3,3469,177.0,0.0,3.0,12.0,5102.3,0.0,86.5,345.9
2008,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,482317,0.0,0.0,2524.0,624.0,0.0,0.0,523.3,129.4
2008,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,1710,0.0,0.0,6.0,0.0,0.0,0.0,350.9,0.0
2008,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,1044,3.0,0.0,0.0,0.0,287.4,0.0,0.0,0.0
2008,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,8764,96.0,360.0,33.0,0.0,1095.4,4107.7,376.5,0.0
2008,20,39.0,De Witt,6,Central,Mostly Urban,48.8,1573,0.0,0.0,13.0,0.0,0.0,0.0,826.4,0.0
2008,21,41.0,Douglas,6,Central,Mostly Rural,61.6,1878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,93553,639.0,210.0,346.0,7.0,683.0,224.5,369.8,7.5
2008,23,45.0,Edgar,5,Central,Mostly Rural,51.8,1630,0.0,0.0,14.0,0.0,0.0,0.0,858.9,0.0
2008,24,47.0,Edwards,2,Southern,Completely Rural,100.0,543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,3576,0.0,0.0,9.0,0.0,0.0,0.0,251.7,0.0
2008,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,1909,0.0,0.0,6.0,0.0,0.0,0.0,314.3,0.0
2008,27,53.0,Ford,11,Central,Mostly Urban,41.8,1361,0.0,0.0,1.0,0.0,0.0,0.0,73.5,0.0
2008,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,3452,0.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0
2008,29,57.0,Fulton,9,Central,Mostly Rural,60.0,3214,72.0,0.0,4.0,0.0,2240.2,0.0,124.5,0.0
2008,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,510,0.0,0.0,8.0,0.0,0.0,0.0,1568.6,0.0
2008,31,61.0,Greene,7,Central,Mostly Rural,70.8,1359,0.0,0.0,3.0,0.0,0.0,0.0,220.8,0.0
2008,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,5056,49.0,1.0,3.0,0.0,969.1,19.8,59.3,0.0
2008,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,745,0.0,0.0,1.0,0.0,0.0,0.0,134.2,0.0
2008,34,67.0,Hancock,9,Central,Mostly Rural,71.0,1718,61.0,4.0,1.0,0.0,3550.6,232.8,58.2,0.0
2008,35,69.0,Hardin,2,Southern,Completely Rural,100.0,337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,36,71.0,Henderson,9,Central,Mostly Rural,99.7,688,8.0,0.0,5.0,3.0,1162.8,0.0,726.7,436.0
2008,37,73.0,Henry,14,Central,Mostly Rural,50.3,4787,143.0,0.0,5.0,0.0,2987.3,0.0,104.4,0.0
2008,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,3058,85.0,0.0,4.0,0.0,2779.6,0.0,130.8,0.0
2008,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,3745,2.0,0.0,6.0,0.0,53.4,0.0,160.2,0.0
2008,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,868,0.0,0.0,1.0,1.0,0.0,0.0,115.2,115.2
2008,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,3538,0.0,0.0,3.0,0.0,0.0,0.0,84.8,0.0
2008,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,2178,89.0,0.0,19.0,2.0,4086.3,0.0,872.4,91.8
2008,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,1901,0.0,0.0,5.0,0.0,0.0,0.0,263.0,0.0
2008,44,87.0,Johnson,1,Southern,Completely Rural,100.0,970,3.0,0.0,3.0,0.0,309.3,0.0,309.3,0.0
2008,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,55858,261.0,420.0,242.0,203.0,467.3,751.9,433.2,363.4
2008,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,11077,215.0,237.0,54.0,3.0,1941.0,2139.6,487.5,27.1
2008,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,11420,249.0,0.0,80.0,17.0,2180.4,0.0,700.5,148.9
2008,48,95.0,Knox,9,Central,Mostly Urban,24.3,4237,33.0,3.0,10.0,3.0,778.9,70.8,236.0,70.8
2008,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,79032,309.0,432.0,365.0,152.0,391.0,546.6,461.8,192.3
2008,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,10666,246.0,0.0,8.0,1.0,2306.4,0.0,75.0,9.4
2008,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,1291,0.0,0.0,9.0,0.0,0.0,0.0,697.1,0.0
2008,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,3260,140.0,0.0,14.0,0.0,4294.5,0.0,429.4,0.0
2008,53,105.0,Livingston,11,Central,Mostly Urban,40.8,3612,320.0,83.0,10.0,1.0,8859.4,2297.9,276.9,27.7
2008,54,107.0,Logan,11,Central,Mostly Urban,39.9,2449,0.0,0.0,12.0,0.0,0.0,0.0,490.0,0.0
2008,55,109.0,McDonough,9,Central,Mostly Urban,29.5,1865,81.0,2.0,0.0,0.0,4343.2,107.2,0.0,0.0
2008,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,35626,156.0,111.0,162.0,0.0,437.9,311.6,454.7,0.0
2008,57,113.0,McLean,11,Central,Mostly Urban,16.5,14203,1815.0,153.0,140.0,63.0,12779.0,1077.2,985.7,443.6
2008,58,115.0,Macon,6,Central,Mostly Urban,15.3,9571,0.0,0.0,54.0,25.0,0.0,0.0,564.2,261.2
2008,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,4420,0.0,2.0,10.0,4.0,0.0,45.2,226.2,90.5
2008,60,119.0,Madison,3,Southern,Mostly Urban,13.3,24214,406.0,157.0,35.0,0.0,1676.7,648.4,144.5,0.0
2008,61,121.0,Marion,4,Southern,Mostly Urban,45.1,3808,0.0,0.0,6.0,0.0,0.0,0.0,157.6,0.0
2008,62,123.0,Marshall,10,Central,Completely Rural,100.0,1250,0.0,0.0,4.0,0.0,0.0,0.0,320.0,0.0
2008,63,125.0,Mason,8,Central,Mostly Rural,77.5,1418,0.0,0.0,6.0,2.0,0.0,0.0,423.1,141.0
2008,64,127.0,Massac,1,Southern,Mostly Rural,50.5,1348,0.0,0.0,13.0,0.0,0.0,0.0,964.4,0.0
2008,65,129.0,Menard,8,Central,Mostly Rural,75.7,1317,0.0,0.0,5.0,0.0,0.0,0.0,379.7,0.0
2008,66,131.0,Mercer,14,Central,Mostly Rural,77.8,1530,0.0,0.0,4.0,0.0,0.0,0.0,261.4,0.0
2008,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,3328,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0
2008,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,2629,0.0,0.0,2.0,0.0,0.0,0.0,76.1,0.0
2008,69,137.0,Morgan,7,Central,Mostly Urban,36.2,2941,209.0,21.0,10.0,3.0,7106.4,714.0,340.0,102.0
2008,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,1377,0.0,2.0,0.0,0.0,0.0,145.2,0.0,0.0
2008,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,5888,0.0,15.0,4.0,0.0,0.0,254.8,67.9,0.0
2008,72,143.0,Peoria,10,Central,Mostly Urban,14.6,16826,0.0,10.0,176.0,73.0,0.0,59.4,1046.0,433.9
2008,73,145.0,Perry,20,Southern,Mostly Urban,43.6,1873,0.0,0.0,4.0,4.0,0.0,0.0,213.6,213.6
2008,74,147.0,Piatt,6,Central,Mostly Rural,67.7,1668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,75,149.0,Pike,8,Central,Mostly Rural,72.3,1516,0.0,2.0,0.0,0.0,0.0,131.9,0.0,0.0
2008,76,151.0,Pope,1,Southern,Completely Rural,100.0,295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,2753,0.0,0.0,4.0,0.0,0.0,0.0,145.3,0.0
2008,80,159.0,Richland,2,Southern,Mostly Urban,43.5,1322,0.0,0.0,3.0,0.0,0.0,0.0,226.9,0.0
2008,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,12328,229.0,237.0,136.0,53.0,1857.6,1922.5,1103.2,429.9
2008,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,26211,0.0,7.0,18.0,9.0,0.0,26.7,68.7,34.3
2008,83,165.0,Saline,1,Southern,Mostly Urban,43.7,2469,43.0,0.0,5.0,0.0,1741.6,0.0,202.5,0.0
2008,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,18151,1203.0,1589.0,51.0,0.0,6627.7,8754.3,281.0,0.0
2008,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,663,0.0,69.0,6.0,0.0,0.0,10407.2,905.0,0.0
2008,87,173.0,Shelby,4,Central,Mostly Rural,77.7,2127,0.0,0.0,2.0,0.0,0.0,0.0,94.0,0.0
2008,88,175.0,Stark,10,Central,Completely Rural,100.0,640,0.0,0.0,9.0,0.0,0.0,0.0,1406.2,0.0
2008,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,4392,0.0,0.0,23.0,0.0,0.0,0.0,523.7,0.0
2008,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,12038,269.0,0.0,24.0,8.0,2234.6,0.0,199.4,66.5
2008,91,181.0,Union,1,Southern,Mostly Rural,65.9,1548,0.0,0.0,6.0,1.0,0.0,0.0,387.6,64.6
2008,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,7738,0.0,0.0,225.0,0.0,0.0,0.0,2907.7,0.0
2008,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,1040,0.0,0.0,15.0,0.0,0.0,0.0,1442.3,0.0
2008,94,187.0,Warren,9,Central,Mostly Urban,45.5,1421,45.0,0.0,0.0,1.0,3166.8,0.0,0.0,70.4
2008,95,189.0,Washington,20,Southern,Mostly Rural,73.6,1368,0.0,0.0,3.0,4.0,0.0,0.0,219.3,292.4
2008,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,1467,0.0,0.0,3.0,0.0,0.0,0.0,204.5,0.0
2008,97,193.0,White,2,Southern,Mostly Rural,62.0,1236,0.0,0.0,1.0,0.0,0.0,0.0,80.9,0.0
2008,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,5571,89.0,0.0,9.0,0.0,1597.6,0.0,161.6,0.0
2008,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,79326,1234.0,15.0,77.0,30.0,1555.6,18.9,97.1,37.8
2008,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,5496,280.0,1.0,6.0,3.0,5094.6,18.2,109.2,54.6
2008,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,29875,1367.0,1156.0,392.0,201.0,4575.7,3869.5,1312.1,672.8
2008,102,203.0,Woodford,11,Central,Mostly Rural,54.9,4122,26.0,0.0,49.0,6.0,630.8,0.0,1188.7,145.6
2008,78,155.0,Putnam,10,Central,Completely Rural,100.0,580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,1,1.0,Adams,8,Central,Mostly Urban,32.6,5975,50.0,0.0,49.0,17.0,836.8,0.0,820.1,284.5
2009,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,663,0.0,0.0,9.0,0.0,0.0,0.0,1357.5,0.0
2009,3,5.0,Bond,3,Southern,Mostly Rural,60.7,1444,0.0,0.0,3.0,0.0,0.0,0.0,207.8,0.0
2009,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,6457,160.0,0.0,10.0,0.0,2477.9,0.0,154.9,0.0
2009,5,9.0,Brown,8,Central,Mostly Urban,41.1,424,0.0,53.0,5.0,0.0,0.0,12500.0,1179.2,0.0
2009,6,11.0,Bureau,13,Central,Mostly Rural,57.4,3256,46.0,0.0,1.0,1.0,1412.8,0.0,30.7,30.7
2009,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,1379,0.0,1.0,4.0,1.0,0.0,72.5,290.1,72.5
2009,9,17.0,Cass,8,Central,Mostly Rural,52.1,1321,0.0,0.0,16.0,1.0,0.0,0.0,1211.2,75.7
2009,10,19.0,Champaign,6,Central,Mostly Urban,12.7,13542,0.0,358.0,153.0,21.0,0.0,2643.6,1129.8,155.1
2009,11,21.0,Christian,4,Central,Mostly Urban,43.5,3143,0.0,0.0,18.0,2.0,0.0,0.0,572.7,63.6
2009,12,23.0,Clark,5,Southern,Mostly Rural,59.5,1659,0.0,0.0,8.0,0.0,0.0,0.0,482.2,0.0
2009,13,25.0,Clay,4,Southern,Mostly Rural,64.7,1149,0.0,0.0,2.0,0.0,0.0,0.0,174.1,0.0
2009,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,3455,1.0,0.0,9.0,1.0,28.9,0.0,260.5,28.9
2009,15,29.0,Coles,5,Central,Mostly Urban,24.3,3403,136.0,1.0,5.0,0.0,3996.5,29.4,146.9,0.0
2009,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,473430,0.0,0.0,2417.0,641.0,0.0,0.0,510.5,135.4
