year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,attack_school_personnel,offense_against_children,attack_school_personnel_rate,offense_against_children_rate
2003,102,203.0,Woodford,11,Central,Mostly Rural,54.9,8734,0.0,8.0,0.0,91.6
2004,1,1.0,Adams,8,Central,Mostly Urban,32.6,14877,3.0,69.0,20.2,463.8
2004,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2129,3.0,6.0,140.9,281.8
2004,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3580,0.0,2.0,0.0,55.9
2004,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,13303,3.0,69.0,22.6,518.7
2004,5,9.0,Brown,8,Central,Mostly Urban,41.1,1052,0.0,0.0,0.0,0.0
2004,6,11.0,Bureau,13,Central,Mostly Rural,57.4,7803,0.0,1.0,0.0,12.8
2004,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1041,0.0,0.0,0.0,0.0
2004,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,3408,1.0,6.0,29.3,176.1
2004,9,17.0,Cass,8,Central,Mostly Rural,52.1,3211,0.0,0.0,0.0,0.0
2004,10,19.0,Champaign,6,Central,Mostly Urban,12.7,35233,41.0,1010.0,116.4,2866.6
2004,11,21.0,Christian,4,Central,Mostly Urban,43.5,7884,0.0,8.0,0.0,101.5
2004,12,23.0,Clark,5,Southern,Mostly Rural,59.5,3851,0.0,4.0,0.0,103.9
2004,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3053,0.0,5.0,0.0,163.8
2004,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,8046,0.0,75.0,0.0,932.1
2004,15,29.0,Coles,5,Central,Mostly Urban,24.3,9198,1.0,85.0,10.9,924.1
2004,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,1274027,2299.0,30032.0,180.5,2357.2
2004,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,3942,0.0,80.0,0.0,2029.4
2004,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2439,0.0,4.0,0.0,164.0
2004,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,20377,1.0,117.0,4.9,574.2
2004,20,39.0,De Witt,6,Central,Mostly Urban,48.8,3726,0.0,2.0,0.0,53.7
2004,21,41.0,Douglas,6,Central,Mostly Rural,61.6,4908,0.0,17.0,0.0,346.4
2004,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,227049,31.0,488.0,13.7,214.9
2004,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4048,0.0,3.0,0.0,74.1
2004,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1369,0.0,1.0,0.0,73.0
2004,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,8666,4.0,69.0,46.2,796.2
2004,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,4587,0.0,50.0,0.0,1090.0
2004,27,53.0,Ford,11,Central,Mostly Urban,41.8,3267,0.0,18.0,0.0,551.0
2004,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,8412,0.0,24.0,0.0,285.3
2004,29,57.0,Fulton,9,Central,Mostly Rural,60.0,7523,0.0,5.0,0.0,66.5
2004,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1223,0.0,8.0,0.0,654.1
2004,31,61.0,Greene,7,Central,Mostly Rural,70.8,3248,1.0,9.0,30.8,277.1
2004,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,10187,0.0,77.0,0.0,755.9
2004,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,1776,0.0,0.0,0.0,0.0
2004,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4154,0.0,2.0,0.0,48.1
2004,35,69.0,Hardin,2,Southern,Completely Rural,100.0,854,0.0,0.0,0.0,0.0
2004,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1599,0.0,0.0,0.0,0.0
2004,37,73.0,Henry,14,Central,Mostly Rural,50.3,11225,3.0,247.0,26.7,2200.4
2004,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,6933,0.0,24.0,0.0,346.2
2004,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,10071,1.0,8.0,9.9,79.4
2004,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2206,0.0,5.0,0.0,226.7
2004,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,8601,0.0,11.0,0.0,127.9
2004,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,4943,3.0,18.0,60.7,364.2
2004,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,4559,0.0,3.0,0.0,65.8
2004,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2251,0.0,0.0,0.0,0.0
2004,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,134231,17.0,350.0,12.7,260.7
2004,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,26662,6.0,69.0,22.5,258.8
2004,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,20570,0.0,50.0,0.0,243.1
2004,48,95.0,Knox,9,Central,Mostly Urban,24.3,10811,1.0,69.0,9.2,638.2
2004,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,188355,11.0,472.0,5.8,250.6
2004,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,25561,4.0,42.0,15.6,164.3
2004,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3116,0.0,0.0,0.0,0.0
2004,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,7663,0.0,15.0,0.0,195.7
2004,53,105.0,Livingston,11,Central,Mostly Urban,40.8,8933,1.0,157.0,11.2,1757.5
2004,54,107.0,Logan,11,Central,Mostly Urban,39.9,5961,0.0,210.0,0.0,3522.9
2004,55,109.0,McDonough,9,Central,Mostly Urban,29.5,4885,0.0,4.0,0.0,81.9
2004,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,80583,1.0,97.0,1.2,120.4
2004,57,113.0,McLean,11,Central,Mostly Urban,16.5,34502,19.0,127.0,55.1,368.1
2004,58,115.0,Macon,6,Central,Mostly Urban,15.3,24372,20.0,529.0,82.1,2170.5
2004,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,10623,5.0,31.0,47.1,291.8
2004,60,119.0,Madison,3,Southern,Mostly Urban,13.3,59138,77.0,778.0,130.2,1315.6
2004,61,121.0,Marion,4,Southern,Mostly Urban,45.1,9102,0.0,13.0,0.0,142.8
2004,62,123.0,Marshall,10,Central,Completely Rural,100.0,2866,0.0,0.0,0.0,0.0
2004,63,125.0,Mason,8,Central,Mostly Rural,77.5,3576,0.0,41.0,0.0,1146.5
2004,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3290,1.0,11.0,30.4,334.3
2004,65,129.0,Menard,8,Central,Mostly Rural,75.7,2921,0.0,1.0,0.0,34.2
2004,66,131.0,Mercer,14,Central,Mostly Rural,77.8,3685,1.0,11.0,27.1,298.5
2004,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,7388,0.0,14.0,0.0,189.5
2004,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6289,0.0,98.0,0.0,1558.3
2004,69,137.0,Morgan,7,Central,Mostly Urban,36.2,7308,25.0,42.0,342.1,574.7
2004,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3354,0.0,24.0,0.0,715.6
2004,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,13107,1.0,41.0,7.6,312.8
2004,72,143.0,Peoria,10,Central,Mostly Urban,14.6,42240,154.0,1062.0,364.6,2514.2
2004,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4478,0.0,1.0,0.0,22.3
2004,74,147.0,Piatt,6,Central,Mostly Rural,67.7,3665,0.0,42.0,0.0,1146.0
2004,75,149.0,Pike,8,Central,Mostly Rural,72.3,3615,0.0,13.0,0.0,359.6
2004,76,151.0,Pope,1,Southern,Completely Rural,100.0,703,0.0,0.0,0.0,0.0
2004,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1625,1.0,3.0,61.5,184.6
2004,78,155.0,Putnam,10,Central,Completely Rural,100.0,1274,0.0,0.0,0.0,0.0
2004,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,6740,0.0,6.0,0.0,89.0
2004,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3422,0.0,4.0,0.0,116.9
2004,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,31582,0.0,97.0,0.0,307.1
2004,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,64905,23.0,530.0,35.4,816.6
2004,83,165.0,Saline,1,Southern,Mostly Urban,43.7,5743,0.0,29.0,0.0,505.0
2004,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,43878,110.0,1018.0,250.7,2320.1
2004,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1476,0.0,4.0,0.0,271.0
2004,86,171.0,Scott,7,Central,Completely Rural,100.0,1167,0.0,0.0,0.0,0.0
2004,87,173.0,Shelby,4,Central,Mostly Rural,77.7,4895,0.0,3.0,0.0,61.3
2004,88,175.0,Stark,10,Central,Completely Rural,100.0,1401,0.0,1.0,0.0,71.4
2004,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,10675,0.0,65.0,0.0,608.9
2004,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,28564,7.0,351.0,24.5,1228.8
2004,91,181.0,Union,1,Southern,Mostly Rural,65.9,3807,0.0,1.0,0.0,26.3
2004,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,18979,17.0,233.0,89.6,1227.7
2004,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,2670,0.0,0.0,0.0,0.0
2004,94,187.0,Warren,9,Central,Mostly Urban,45.5,3629,0.0,16.0,0.0,440.9
2004,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3386,0.0,0.0,0.0,0.0
2004,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,3560,0.0,31.0,0.0,870.8
2004,97,193.0,White,2,Southern,Mostly Rural,62.0,2914,0.0,16.0,0.0,549.1
2004,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,13656,0.0,23.0,0.0,168.4
2004,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,171223,2.0,417.0,1.2,243.5
2004,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,13184,0.0,88.0,0.0,667.5
2004,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,69869,1.0,56.0,1.4,80.1
2004,102,203.0,Woodford,11,Central,Mostly Rural,54.9,8782,0.0,4.0,0.0,45.5
2005,1,1.0,Adams,8,Central,Mostly Urban,32.6,14763,0.0,42.0,0.0,284.5
2005,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,1961,0.0,3.0,0.0,153.0
2005,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3527,0.0,1.0,0.0,28.4
2005,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,13828,0.0,94.0,0.0,679.8
2005,5,9.0,Brown,8,Central,Mostly Urban,41.1,1027,0.0,0.0,0.0,0.0
2005,6,11.0,Bureau,13,Central,Mostly Rural,57.4,7753,0.0,2.0,0.0,25.8
2005,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1024,0.0,0.0,0.0,0.0
2005,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,3246,1.0,6.0,30.8,184.8
2005,9,17.0,Cass,8,Central,Mostly Rural,52.1,3240,1.0,3.0,30.9,92.6
2005,10,19.0,Champaign,6,Central,Mostly Urban,12.7,35284,34.0,901.0,96.4,2553.6
2005,11,21.0,Christian,4,Central,Mostly Urban,43.5,7776,2.0,11.0,25.7,141.5
2005,12,23.0,Clark,5,Southern,Mostly Rural,59.5,3804,0.0,2.0,0.0,52.6
2005,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3064,0.0,3.0,0.0,97.9
2005,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,7889,0.0,65.0,0.0,823.9
2005,15,29.0,Coles,5,Central,Mostly Urban,24.3,9010,1.0,115.0,11.1,1276.4
2005,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,1254257,2676.0,29334.0,213.4,2338.8
2005,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,3932,0.0,75.0,0.0,1907.4
2005,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2394,0.0,9.0,0.0,375.9
2005,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,20905,1.0,115.0,4.8,550.1
2005,20,39.0,De Witt,6,Central,Mostly Urban,48.8,3716,0.0,1.0,0.0,26.9
2005,21,41.0,Douglas,6,Central,Mostly Rural,61.6,4856,0.0,14.0,0.0,288.3
2005,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,224890,21.0,493.0,9.3,219.2
2005,23,45.0,Edgar,5,Central,Mostly Rural,51.8,3961,1.0,1.0,25.2,25.2
2005,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1364,0.0,0.0,0.0,0.0
2005,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,8521,6.0,105.0,70.4,1232.2
2005,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,4564,0.0,36.0,0.0,788.8
2005,27,53.0,Ford,11,Central,Mostly Urban,41.8,3181,0.0,12.0,0.0,377.2
2005,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,8493,0.0,7.0,0.0,82.4
2005,29,57.0,Fulton,9,Central,Mostly Rural,60.0,7395,4.0,13.0,54.1,175.8
2005,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1206,0.0,1.0,0.0,82.9
2005,31,61.0,Greene,7,Central,Mostly Rural,70.8,3235,0.0,8.0,0.0,247.3
2005,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,11003,0.0,50.0,0.0,454.4
2005,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,1747,0.0,0.0,0.0,0.0
2005,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4026,0.0,3.0,0.0,74.5
2005,35,69.0,Hardin,2,Southern,Completely Rural,100.0,856,0.0,0.0,0.0,0.0
2005,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1501,0.0,0.0,0.0,0.0
2005,37,73.0,Henry,14,Central,Mostly Rural,50.3,11163,2.0,253.0,17.9,2266.4
2005,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,6951,0.0,5.0,0.0,71.9
2005,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,9959,13.0,12.0,130.5,120.5
2005,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2125,0.0,8.0,0.0,376.5
2005,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,8543,0.0,19.0,0.0,222.4
2005,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,4877,4.0,12.0,82.0,246.1
2005,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,4487,0.0,5.0,0.0,111.4
2005,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2247,0.0,0.0,0.0,0.0
2005,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,136237,8.0,420.0,5.9,308.3
2005,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,26547,0.0,69.0,0.0,259.9
2005,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,22570,0.0,80.0,0.0,354.5
2005,48,95.0,Knox,9,Central,Mostly Urban,24.3,10621,6.0,85.0,56.5,800.3
2005,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,188432,13.0,489.0,6.9,259.5
2005,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,25331,0.0,64.0,0.0,252.7
2005,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3087,0.0,3.0,0.0,97.2
2005,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,7506,0.0,11.0,0.0,146.5
2005,53,105.0,Livingston,11,Central,Mostly Urban,40.8,8912,1.0,172.0,11.2,1930.0
2005,54,107.0,Logan,11,Central,Mostly Urban,39.9,5880,0.0,180.0,0.0,3061.2
2005,55,109.0,McDonough,9,Central,Mostly Urban,29.5,4796,0.0,1.0,0.0,20.9
2005,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,81508,0.0,105.0,0.0,128.8
2005,57,113.0,McLean,11,Central,Mostly Urban,16.5,34706,17.0,154.0,49.0,443.7
2005,58,115.0,Macon,6,Central,Mostly Urban,15.3,24084,19.0,484.0,78.9,2009.6
2005,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,10531,1.0,33.0,9.5,313.4
2005,60,119.0,Madison,3,Southern,Mostly Urban,13.3,58923,56.0,727.0,95.0,1233.8
2005,61,121.0,Marion,4,Southern,Mostly Urban,45.1,8937,0.0,5.0,0.0,55.9
2005,62,123.0,Marshall,10,Central,Completely Rural,100.0,2884,0.0,1.0,0.0,34.7
2005,63,125.0,Mason,8,Central,Mostly Rural,77.5,3482,0.0,29.0,0.0,832.9
2005,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3294,0.0,13.0,0.0,394.7
2005,65,129.0,Menard,8,Central,Mostly Rural,75.7,2816,0.0,6.0,0.0,213.1
2005,66,131.0,Mercer,14,Central,Mostly Rural,77.8,3606,0.0,10.0,0.0,277.3
2005,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,7498,0.0,3.0,0.0,40.0
2005,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6145,1.0,23.0,16.3,374.3
2005,69,137.0,Morgan,7,Central,Mostly Urban,36.2,7181,18.0,47.0,250.7,654.5
2005,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3336,0.0,17.0,0.0,509.6
2005,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,13143,3.0,65.0,22.8,494.6
2005,72,143.0,Peoria,10,Central,Mostly Urban,14.6,42187,172.0,1044.0,407.7,2474.7
2005,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4509,1.0,1.0,22.2,22.2
2005,74,147.0,Piatt,6,Central,Mostly Rural,67.7,3742,0.0,20.0,0.0,534.5
2005,75,149.0,Pike,8,Central,Mostly Rural,72.3,3586,0.0,2.0,0.0,55.8
2005,76,151.0,Pope,1,Southern,Completely Rural,100.0,655,0.0,0.0,0.0,0.0
2005,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1574,0.0,1.0,0.0,63.5
2005,78,155.0,Putnam,10,Central,Completely Rural,100.0,1252,0.0,0.0,0.0,0.0
2005,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,6661,0.0,15.0,0.0,225.2
2005,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3387,0.0,0.0,0.0,0.0
2005,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,31365,0.0,121.0,0.0,385.8
2005,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,64037,30.0,483.0,46.8,754.3
2005,83,165.0,Saline,1,Southern,Mostly Urban,43.7,5646,0.0,36.0,0.0,637.6
2005,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,43858,79.0,1164.0,180.1,2654.0
2005,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1486,0.0,1.0,0.0,67.3
2005,86,171.0,Scott,7,Central,Completely Rural,100.0,1148,0.0,0.0,0.0,0.0
2005,87,173.0,Shelby,4,Central,Mostly Rural,77.7,4867,0.0,4.0,0.0,82.2
2005,88,175.0,Stark,10,Central,Completely Rural,100.0,1372,0.0,8.0,0.0,583.1
2005,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,10505,0.0,65.0,0.0,618.8
2005,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,28601,14.0,399.0,48.9,1395.1
2005,91,181.0,Union,1,Southern,Mostly Rural,65.9,3802,0.0,4.0,0.0,105.2
2005,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,18873,21.0,347.0,111.3,1838.6
2005,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,2651,0.0,0.0,0.0,0.0
2005,94,187.0,Warren,9,Central,Mostly Urban,45.5,3552,1.0,7.0,28.2,197.1
2005,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3301,0.0,2.0,0.0,60.6
2005,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,3548,0.0,4.0,0.0,112.7
2005,97,193.0,White,2,Southern,Mostly Rural,62.0,2915,0.0,20.0,0.0,686.1
2005,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,13480,0.0,24.0,0.0,178.0
2005,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,177306,7.0,361.0,3.9,203.6
2005,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,13174,6.0,75.0,45.5,569.3
2005,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,70034,1.0,65.0,1.4,92.8
2005,102,203.0,Woodford,11,Central,Mostly Rural,54.9,8873,0.0,2.0,0.0,22.5
2006,1,1.0,Adams,8,Central,Mostly Urban,32.6,14574,0.0,52.0,0.0,356.8
2006,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,1902,0.0,5.0,0.0,262.9
2006,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3522,0.0,2.0,0.0,56.8
2006,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,14465,1.0,71.0,6.9,490.8
2006,5,9.0,Brown,8,Central,Mostly Urban,41.1,1032,0.0,0.0,0.0,0.0
2006,6,11.0,Bureau,13,Central,Mostly Rural,57.4,7797,0.0,8.0,0.0,102.6
2006,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1011,0.0,0.0,0.0,0.0
2006,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,3166,0.0,3.0,0.0,94.8
2006,9,17.0,Cass,8,Central,Mostly Rural,52.1,3209,0.0,2.0,0.0,62.3
2006,10,19.0,Champaign,6,Central,Mostly Urban,12.7,35416,38.0,940.0,107.3,2654.2
2006,11,21.0,Christian,4,Central,Mostly Urban,43.5,7605,0.0,18.0,0.0,236.7
2006,12,23.0,Clark,5,Southern,Mostly Rural,59.5,3707,0.0,4.0,0.0,107.9
2006,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3047,0.0,1.0,0.0,32.8
2006,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,7899,0.0,62.0,0.0,784.9
2006,15,29.0,Coles,5,Central,Mostly Urban,24.3,8928,3.0,82.0,33.6,918.5
2006,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,1233077,2653.0,26437.0,215.2,2144.0
2006,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,3867,1.0,58.0,25.9,1499.9
2006,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2402,0.0,7.0,0.0,291.4
2006,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,21448,2.0,106.0,9.3,494.2
2006,20,39.0,De Witt,6,Central,Mostly Urban,48.8,3740,0.0,0.0,0.0,0.0
2006,21,41.0,Douglas,6,Central,Mostly Rural,61.6,4837,1.0,12.0,20.7,248.1
2006,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,222508,13.0,441.0,5.8,198.2
2006,23,45.0,Edgar,5,Central,Mostly Rural,51.8,3904,0.0,0.0,0.0,0.0
2006,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1312,0.0,0.0,0.0,0.0
2006,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,8412,9.0,101.0,107.0,1200.7
2006,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,4478,0.0,29.0,0.0,647.6
2006,27,53.0,Ford,11,Central,Mostly Urban,41.8,3223,0.0,8.0,0.0,248.2
2006,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,8457,1.0,58.0,11.8,685.8
2006,29,57.0,Fulton,9,Central,Mostly Rural,60.0,7394,0.0,15.0,0.0,202.9
2006,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1223,2.0,1.0,163.5,81.8
2006,31,61.0,Greene,7,Central,Mostly Rural,70.8,3120,0.0,13.0,0.0,416.7
2006,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,11558,0.0,66.0,0.0,571.0
2006,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,1741,0.0,0.0,0.0,0.0
2006,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4005,0.0,0.0,0.0,0.0
2006,35,69.0,Hardin,2,Southern,Completely Rural,100.0,830,0.0,0.0,0.0,0.0
2006,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1420,0.0,0.0,0.0,0.0
2006,37,73.0,Henry,14,Central,Mostly Rural,50.3,11033,0.0,212.0,0.0,1921.5
2006,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,6844,0.0,18.0,0.0,263.0
2006,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,9884,14.0,13.0,141.6,131.5
2006,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2072,0.0,8.0,0.0,386.1
2006,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,8476,0.0,16.0,0.0,188.8
2006,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,4845,2.0,18.0,41.3,371.5
2006,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,4420,0.0,2.0,0.0,45.2
2006,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2295,0.0,0.0,0.0,0.0
2006,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,138422,12.0,408.0,8.7,294.8
2006,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,26747,1.0,75.0,3.7,280.4
2006,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,25327,0.0,92.0,0.0,363.2
2006,48,95.0,Knox,9,Central,Mostly Urban,24.3,10415,7.0,81.0,67.2,777.7
2006,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,187828,25.0,462.0,13.3,246.0
2006,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,25331,0.0,74.0,0.0,292.1
2006,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3046,0.0,6.0,0.0,197.0
2006,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,7351,0.0,12.0,0.0,163.2
2006,53,105.0,Livingston,11,Central,Mostly Urban,40.8,8727,0.0,159.0,0.0,1821.9
2006,54,107.0,Logan,11,Central,Mostly Urban,39.9,5726,0.0,152.0,0.0,2654.6
2006,55,109.0,McDonough,9,Central,Mostly Urban,29.5,4695,0.0,0.0,0.0,0.0
2006,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,81826,10.0,155.0,12.2,189.4
2006,57,113.0,McLean,11,Central,Mostly Urban,16.5,35078,14.0,237.0,39.9,675.6
2006,58,115.0,Macon,6,Central,Mostly Urban,15.3,23793,18.0,459.0,75.7,1929.1
2006,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,10287,2.0,40.0,19.4,388.8
2006,60,119.0,Madison,3,Southern,Mostly Urban,13.3,58672,66.0,722.0,112.5,1230.6
2006,61,121.0,Marion,4,Southern,Mostly Urban,45.1,9019,0.0,16.0,0.0,177.4
2006,62,123.0,Marshall,10,Central,Completely Rural,100.0,2794,0.0,6.0,0.0,214.7
2006,63,125.0,Mason,8,Central,Mostly Rural,77.5,3339,0.0,11.0,0.0,329.4
2006,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3239,1.0,16.0,30.9,494.0
2006,65,129.0,Menard,8,Central,Mostly Rural,75.7,2754,0.0,5.0,0.0,181.6
2006,66,131.0,Mercer,14,Central,Mostly Rural,77.8,3543,0.0,5.0,0.0,141.1
2006,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,7574,0.0,6.0,0.0,79.2
