year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,death,imprisonment,other,probation,death_rate,imprisonment_rate,other_rate,probation_rate
2011,57,113.0,McLean,11,Central,Mostly Urban,16.5,170909,0.0,377.0,96.0,496.0,0.0,220.6,56.2,290.2
2011,58,115.0,Macon,6,Central,Mostly Urban,15.3,110684,0.0,476.0,24.0,682.0,0.0,430.1,21.7,616.2
2011,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,47739,0.0,49.0,1.0,130.0,0.0,102.6,2.1,272.3
2011,60,119.0,Madison,3,Southern,Mostly Urban,13.3,268636,0.0,528.0,234.0,1131.0,0.0,196.5,87.1,421.0
2011,61,121.0,Marion,4,Southern,Mostly Urban,45.1,39141,0.0,116.0,9.0,150.0,0.0,296.4,23.0,383.2
2011,62,123.0,Marshall,10,Central,Completely Rural,100.0,12487,0.0,11.0,0.0,11.0,0.0,88.1,0.0,88.1
2011,63,125.0,Mason,8,Central,Mostly Rural,77.5,14471,0.0,31.0,20.0,30.0,0.0,214.2,138.2,207.3
2011,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15281,0.0,47.0,5.0,45.0,0.0,307.6,32.7,294.5
2011,65,129.0,Menard,8,Central,Mostly Rural,75.7,12698,0.0,11.0,1.0,18.0,0.0,86.6,7.9,141.8
2011,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16316,0.0,21.0,7.0,47.0,0.0,128.7,42.9,288.1
2011,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,33214,0.0,34.0,4.0,29.0,0.0,102.4,12.0,87.3
2011,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,29864,0.0,88.0,13.0,58.0,0.0,294.7,43.5,194.2
2011,69,137.0,Morgan,7,Central,Mostly Urban,36.2,35481,0.0,67.0,23.0,52.0,0.0,188.8,64.8,146.6
2011,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14856,0.0,11.0,1.0,17.0,0.0,74.0,6.7,114.4
2011,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,53064,0.0,52.0,20.0,73.0,0.0,98.0,37.7,137.6
2011,72,143.0,Peoria,10,Central,Mostly Urban,14.6,186754,0.0,364.0,0.0,372.0,0.0,194.9,0.0,199.2
2011,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22263,0.0,20.0,25.0,19.0,0.0,89.8,112.3,85.3
2011,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16679,0.0,14.0,5.0,17.0,0.0,83.9,30.0,101.9
2011,75,149.0,Pike,8,Central,Mostly Rural,72.3,16348,0.0,23.0,9.0,53.0,0.0,140.7,55.1,324.2
2011,76,151.0,Pope,1,Southern,Completely Rural,100.0,4498,0.0,14.0,5.0,17.0,0.0,311.2,111.2,377.9
2011,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,5986,0.0,5.0,2.0,8.0,0.0,83.5,33.4,133.6
2011,78,155.0,Putnam,10,Central,Completely Rural,100.0,5976,0.0,5.0,4.0,12.0,0.0,83.7,66.9,200.8
2011,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33425,0.0,21.0,19.0,45.0,0.0,62.8,56.8,134.6
2011,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16190,0.0,36.0,6.0,34.0,0.0,222.4,37.1,210.0
2011,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,147457,0.0,174.0,129.0,351.0,0.0,118.0,87.5,238.0
2011,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,270048,0.0,391.0,20.0,729.0,0.0,144.8,7.4,270.0
2011,83,165.0,Saline,1,Southern,Mostly Urban,43.7,24907,0.0,68.0,2.0,115.0,0.0,273.0,8.0,461.7
2011,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,199038,0.0,304.0,48.0,335.0,0.0,152.7,24.1,168.3
2011,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7464,0.0,18.0,2.0,9.0,0.0,241.2,26.8,120.6
2011,86,171.0,Scott,7,Central,Completely Rural,100.0,5229,0.0,10.0,3.0,5.0,0.0,191.2,57.4,95.6
2011,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22278,0.0,36.0,9.0,54.0,0.0,161.6,40.4,242.4
2011,88,175.0,Stark,10,Central,Completely Rural,100.0,5842,0.0,4.0,0.0,14.0,0.0,68.5,0.0,239.6
2011,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,47323,0.0,103.0,4.0,140.0,0.0,217.7,8.5,295.8
2011,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,135850,0.0,187.0,13.0,338.0,0.0,137.7,9.6,248.8
2011,91,181.0,Union,1,Southern,Mostly Rural,65.9,17692,0.0,48.0,27.0,35.0,0.0,271.3,152.6,197.8
2011,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,81414,0.0,197.0,24.0,244.0,0.0,242.0,29.5,299.7
2011,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,11794,0.0,23.0,21.0,37.0,0.0,195.0,178.1,313.7
2011,94,187.0,Warren,9,Central,Mostly Urban,45.5,17836,0.0,41.0,10.0,35.0,0.0,229.9,56.1,196.2
2011,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14576,0.0,19.0,9.0,14.0,0.0,130.4,61.7,96.0
2011,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16661,0.0,21.0,15.0,33.0,0.0,126.0,90.0,198.1
2011,97,193.0,White,2,Southern,Mostly Rural,62.0,14590,0.0,52.0,34.0,28.0,0.0,356.4,233.0,191.9
2011,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,58286,0.0,99.0,15.0,184.0,0.0,169.9,25.7,315.7
2011,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,680827,0.0,1041.0,79.0,1138.0,0.0,152.9,11.6,167.1
2011,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,66732,0.0,79.0,31.0,122.0,0.0,118.4,46.5,182.8
2011,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,293642,0.0,715.0,336.0,1268.0,0.0,243.5,114.4,431.8
2011,102,203.0,Woodford,11,Central,Mostly Rural,54.9,38844,0.0,42.0,15.0,71.0,0.0,108.1,38.6,182.8
2012,1,1.0,Adams,8,Central,Mostly Urban,32.6,67139,0.0,233.0,16.0,272.0,0.0,347.0,23.8,405.1
2012,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,7717,0.0,7.0,0.0,37.0,0.0,90.7,0.0,479.5
2012,3,5.0,Bond,3,Southern,Mostly Rural,60.7,17537,0.0,42.0,3.0,60.0,0.0,239.5,17.1,342.1
2012,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,53735,0.0,86.0,32.0,116.0,0.0,160.0,59.6,215.9
2012,5,9.0,Brown,8,Central,Mostly Urban,41.1,6890,0.0,6.0,0.0,13.0,0.0,87.1,0.0,188.7
2012,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34342,0.0,35.0,7.0,26.0,0.0,101.9,20.4,75.7
2012,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,4985,0.0,13.0,0.0,15.0,0.0,260.8,0.0,300.9
2012,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,15121,0.0,9.0,10.0,28.0,0.0,59.5,66.1,185.2
2012,9,17.0,Cass,8,Central,Mostly Rural,52.1,13427,0.0,33.0,0.0,57.0,0.0,245.8,0.0,424.5
2012,10,19.0,Champaign,6,Central,Mostly Urban,12.7,204630,0.0,519.0,57.0,853.0,0.0,253.6,27.9,416.8
2012,11,21.0,Christian,4,Central,Mostly Urban,43.5,34518,0.0,51.0,4.0,64.0,0.0,147.7,11.6,185.4
2012,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16259,0.0,16.0,2.0,52.0,0.0,98.4,12.3,319.8
2012,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13714,0.0,27.0,1.0,61.0,0.0,196.9,7.3,444.8
2012,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,37918,0.0,60.0,29.0,46.0,0.0,158.2,76.5,121.3
2012,15,29.0,Coles,5,Central,Mostly Urban,24.3,53318,0.0,104.0,11.0,181.0,0.0,195.1,20.6,339.5
2012,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5239351,0.0,11842.0,686.0,9502.0,0.0,226.0,13.1,181.4
2012,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19588,0.0,46.0,5.0,70.0,0.0,234.8,25.5,357.4
2012,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10950,0.0,7.0,0.0,17.0,0.0,63.9,0.0,155.3
2012,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,104365,0.0,142.0,135.0,216.0,0.0,136.1,129.4,207.0
2012,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16491,0.0,33.0,3.0,53.0,0.0,200.1,18.2,321.4
2012,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19888,0.0,17.0,5.0,29.0,0.0,85.5,25.1,145.8
2012,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,928666,0.0,705.0,550.0,819.0,0.0,75.9,59.2,88.2
2012,23,45.0,Edgar,5,Central,Mostly Rural,51.8,18158,0.0,21.0,5.0,94.0,0.0,115.7,27.5,517.7
2012,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6721,0.0,9.0,3.0,14.0,0.0,133.9,44.6,208.3
2012,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34273,0.0,46.0,2.0,76.0,0.0,134.2,5.8,221.7
2012,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,22163,0.0,65.0,18.0,131.0,0.0,293.3,81.2,591.1
2012,27,53.0,Ford,11,Central,Mostly Urban,41.8,13879,0.0,10.0,10.0,30.0,0.0,72.1,72.1,216.2
2012,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39865,0.0,89.0,44.0,151.0,0.0,223.3,110.4,378.8
2012,29,57.0,Fulton,9,Central,Mostly Rural,60.0,36587,0.0,50.0,13.0,78.0,0.0,136.7,35.5,213.2
2012,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,5390,0.0,15.0,1.0,13.0,0.0,278.3,18.6,241.2
2012,31,61.0,Greene,7,Central,Mostly Rural,70.8,13656,0.0,9.0,1.0,37.0,0.0,65.9,7.3,270.9
2012,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,50160,0.0,52.0,30.0,80.0,0.0,103.7,59.8,159.5
2012,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8388,0.0,30.0,13.0,10.0,0.0,357.7,155.0,119.2
2012,34,67.0,Hancock,9,Central,Mostly Rural,71.0,18829,0.0,21.0,9.0,34.0,0.0,111.5,47.8,180.6
2012,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4281,0.0,14.0,6.0,2.0,0.0,327.0,140.2,46.7
2012,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7043,0.0,6.0,3.0,12.0,0.0,85.2,42.6,170.4
2012,37,73.0,Henry,14,Central,Mostly Rural,50.3,50249,0.0,127.0,36.0,168.0,0.0,252.7,71.6,334.3
2012,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,29267,0.0,43.0,6.0,68.0,0.0,146.9,20.5,232.3
2012,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,59066,0.0,146.0,56.0,251.0,0.0,247.2,94.8,424.9
2012,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9672,0.0,9.0,5.0,22.0,0.0,93.1,51.7,227.5
2012,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,38658,0.0,134.0,199.0,162.0,0.0,346.6,514.8,419.1
2012,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22710,0.0,43.0,35.0,54.0,0.0,189.3,154.1,237.8
2012,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22543,0.0,7.0,9.0,18.0,0.0,31.1,39.9,79.8
2012,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12856,0.0,23.0,5.0,15.0,0.0,178.9,38.9,116.7
2012,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,520669,0.0,384.0,37.0,396.0,0.0,73.8,7.1,76.1
2012,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,112974,0.0,260.0,56.0,217.0,0.0,230.1,49.6,192.1
2012,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,118246,0.0,87.0,48.0,163.0,0.0,73.6,40.6,137.8
2012,48,95.0,Knox,9,Central,Mostly Urban,24.3,52302,0.0,85.0,3.0,177.0,0.0,162.5,5.7,338.4
2012,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,702083,0.0,554.0,120.0,1117.0,0.0,78.9,17.1,159.1
2012,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,112918,0.0,297.0,77.0,224.0,0.0,263.0,68.2,198.4
2012,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16728,0.0,34.0,4.0,78.0,0.0,203.3,23.9,466.3
2012,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35216,0.0,47.0,24.0,55.0,0.0,133.5,68.2,156.2
2012,53,105.0,Livingston,11,Central,Mostly Urban,40.8,38511,0.0,107.0,9.0,129.0,0.0,277.8,23.4,335.0
2012,54,107.0,Logan,11,Central,Mostly Urban,39.9,30358,0.0,59.0,8.0,63.0,0.0,194.3,26.4,207.5
2012,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32558,0.0,39.0,17.0,63.0,0.0,119.8,52.2,193.5
2012,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,308230,0.0,156.0,132.0,340.0,0.0,50.6,42.8,110.3
2012,57,113.0,McLean,11,Central,Mostly Urban,16.5,172721,0.0,329.0,98.0,544.0,0.0,190.5,56.7,315.0
2012,58,115.0,Macon,6,Central,Mostly Urban,15.3,110134,0.0,428.0,33.0,687.0,0.0,388.6,30.0,623.8
2012,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,47054,0.0,81.0,12.0,101.0,0.0,172.1,25.5,214.6
2012,60,119.0,Madison,3,Southern,Mostly Urban,13.3,268072,0.0,513.0,194.0,965.0,0.0,191.4,72.4,360.0
2012,61,121.0,Marion,4,Southern,Mostly Urban,45.1,39008,0.0,88.0,10.0,144.0,0.0,225.6,25.6,369.2
2012,62,123.0,Marshall,10,Central,Completely Rural,100.0,12259,0.0,20.0,2.0,15.0,0.0,163.1,16.3,122.4
2012,63,125.0,Mason,8,Central,Mostly Rural,77.5,14322,0.0,30.0,21.0,32.0,0.0,209.5,146.6,223.4
2012,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15066,0.0,35.0,5.0,67.0,0.0,232.3,33.2,444.7
2012,65,129.0,Menard,8,Central,Mostly Rural,75.7,12691,0.0,14.0,2.0,16.0,0.0,110.3,15.8,126.1
2012,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16163,0.0,18.0,4.0,34.0,0.0,111.4,24.7,210.4
2012,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,33260,0.0,28.0,7.0,37.0,0.0,84.2,21.0,111.2
2012,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,29616,0.0,105.0,5.0,52.0,0.0,354.5,16.9,175.6
2012,69,137.0,Morgan,7,Central,Mostly Urban,36.2,35317,0.0,85.0,37.0,88.0,0.0,240.7,104.8,249.2
2012,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14874,0.0,19.0,1.0,22.0,0.0,127.7,6.7,147.9
2012,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,52776,0.0,40.0,20.0,82.0,0.0,75.8,37.9,155.4
2012,72,143.0,Peoria,10,Central,Mostly Urban,14.6,187317,0.0,408.0,0.0,356.0,0.0,217.8,0.0,190.1
2012,73,145.0,Perry,20,Southern,Mostly Urban,43.6,21846,0.0,17.0,43.0,32.0,0.0,77.8,196.8,146.5
2012,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16501,0.0,21.0,2.0,20.0,0.0,127.3,12.1,121.2
2012,75,149.0,Pike,8,Central,Mostly Rural,72.3,16234,0.0,33.0,11.0,51.0,0.0,203.3,67.8,314.2
2012,76,151.0,Pope,1,Southern,Completely Rural,100.0,4459,0.0,7.0,3.0,6.0,0.0,157.0,67.3,134.6
2012,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,5962,0.0,10.0,6.0,8.0,0.0,167.7,100.6,134.2
2012,78,155.0,Putnam,10,Central,Completely Rural,100.0,5910,0.0,8.0,3.0,12.0,0.0,135.4,50.8,203.0
2012,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33075,0.0,17.0,18.0,46.0,0.0,51.4,54.4,139.1
2012,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16134,0.0,27.0,2.0,41.0,0.0,167.3,12.4,254.1
2012,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,147672,0.0,144.0,154.0,311.0,0.0,97.5,104.3,210.6
2012,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,268673,0.0,442.0,84.0,880.0,0.0,164.5,31.3,327.5
2012,83,165.0,Saline,1,Southern,Mostly Urban,43.7,24914,0.0,79.0,0.0,119.0,0.0,317.1,0.0,477.6
2012,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,199404,0.0,350.0,52.0,289.0,0.0,175.5,26.1,144.9
2012,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7456,0.0,26.0,0.0,27.0,0.0,348.7,0.0,362.1
2012,86,171.0,Scott,7,Central,Completely Rural,100.0,5287,0.0,2.0,2.0,3.0,0.0,37.8,37.8,56.7
2012,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22203,0.0,69.0,7.0,80.0,0.0,310.8,31.5,360.3
2012,88,175.0,Stark,10,Central,Completely Rural,100.0,5739,0.0,6.0,0.0,18.0,0.0,104.5,0.0,313.6
2012,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,46886,0.0,121.0,4.0,151.0,0.0,258.1,8.5,322.1
2012,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,136127,0.0,175.0,12.0,301.0,0.0,128.6,8.8,221.1
2012,91,181.0,Union,1,Southern,Mostly Rural,65.9,17608,0.0,39.0,12.0,35.0,0.0,221.5,68.2,198.8
2012,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,80862,0.0,188.0,24.0,254.0,0.0,232.5,29.7,314.1
2012,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,11686,0.0,22.0,16.0,59.0,0.0,188.3,136.9,504.9
2012,94,187.0,Warren,9,Central,Mostly Urban,45.5,17749,0.0,15.0,10.0,30.0,0.0,84.5,56.3,169.0
2012,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14599,0.0,8.0,6.0,30.0,0.0,54.8,41.1,205.5
2012,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16656,0.0,9.0,9.0,26.0,0.0,54.0,54.0,156.1
2012,97,193.0,White,2,Southern,Mostly Rural,62.0,14522,0.0,42.0,26.0,21.0,0.0,289.2,179.0,144.6
2012,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,57766,0.0,136.0,14.0,191.0,0.0,235.4,24.2,330.6
2012,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,682477,0.0,1044.0,88.0,1112.0,0.0,153.0,12.9,162.9
2012,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,66776,0.0,93.0,60.0,128.0,0.0,139.3,89.9,191.7
2012,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,292084,0.0,865.0,482.0,1372.0,0.0,296.1,165.0,469.7
2012,102,203.0,Woodford,11,Central,Mostly Rural,54.9,38837,0.0,38.0,14.0,65.0,0.0,97.8,36.0,167.4
2013,1,1.0,Adams,8,Central,Mostly Urban,32.6,66999,0.0,178.0,13.0,281.0,0.0,265.7,19.4,419.4
2013,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,7238,0.0,19.0,4.0,38.0,0.0,262.5,55.3,525.0
2013,3,5.0,Bond,3,Southern,Mostly Rural,60.7,17331,0.0,43.0,2.0,57.0,0.0,248.1,11.5,328.9
2013,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,53747,0.0,93.0,45.0,87.0,0.0,173.0,83.7,161.9
2013,5,9.0,Brown,8,Central,Mostly Urban,41.1,6864,0.0,3.0,3.0,14.0,0.0,43.7,43.7,204.0
2013,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34108,0.0,45.0,12.0,27.0,0.0,131.9,35.2,79.2
2013,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5008,0.0,25.0,1.0,13.0,0.0,499.2,20.0,259.6
2013,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,14969,0.0,7.0,6.0,23.0,0.0,46.8,40.1,153.7
2013,9,17.0,Cass,8,Central,Mostly Rural,52.1,13293,0.0,24.0,1.0,42.0,0.0,180.5,7.5,316.0
2013,10,19.0,Champaign,6,Central,Mostly Urban,12.7,206425,0.0,517.0,115.0,835.0,0.0,250.5,55.7,404.5
2013,11,21.0,Christian,4,Central,Mostly Urban,43.5,34148,0.0,73.0,4.0,51.0,0.0,213.8,11.7,149.3
2013,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16095,0.0,29.0,4.0,35.0,0.0,180.2,24.9,217.5
2013,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13554,0.0,24.0,2.0,53.0,0.0,177.1,14.8,391.0
2013,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,37731,0.0,70.0,31.0,54.0,0.0,185.5,82.2,143.1
2013,15,29.0,Coles,5,Central,Mostly Urban,24.3,53053,0.0,103.0,21.0,200.0,0.0,194.1,39.6,377.0
2013,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5252875,0.0,12351.0,828.0,8999.0,0.0,235.1,15.8,171.3
2013,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19435,0.0,41.0,1.0,77.0,0.0,211.0,5.1,396.2
2013,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10904,0.0,13.0,7.0,40.0,0.0,119.2,64.2,366.8
2013,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,104202,0.0,115.0,113.0,214.0,0.0,110.4,108.4,205.4
2013,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16373,0.0,23.0,3.0,19.0,0.0,140.5,18.3,116.0
2013,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19861,0.0,19.0,7.0,50.0,0.0,95.7,35.2,251.7
2013,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,932231,0.0,718.0,485.0,782.0,0.0,77.0,52.0,83.9
2013,23,45.0,Edgar,5,Central,Mostly Rural,51.8,17941,0.0,16.0,11.0,72.0,0.0,89.2,61.3,401.3
2013,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6687,0.0,14.0,3.0,29.0,0.0,209.4,44.9,433.7
2013,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34217,0.0,42.0,9.0,90.0,0.0,122.7,26.3,263.0
2013,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,22195,0.0,67.0,7.0,127.0,0.0,301.9,31.5,572.2
2013,27,53.0,Ford,11,Central,Mostly Urban,41.8,13672,0.0,13.0,3.0,36.0,0.0,95.1,21.9,263.3
2013,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39555,0.0,85.0,35.0,100.0,0.0,214.9,88.5,252.8
2013,29,57.0,Fulton,9,Central,Mostly Rural,60.0,36323,0.0,77.0,12.0,76.0,0.0,212.0,33.0,209.2
2013,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,5386,0.0,5.0,6.0,12.0,0.0,92.8,111.4,222.8
2013,31,61.0,Greene,7,Central,Mostly Rural,70.8,13633,0.0,17.0,1.0,44.0,0.0,124.7,7.3,322.7
2013,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,50187,0.0,74.0,44.0,73.0,0.0,147.4,87.7,145.5
2013,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8348,0.0,26.0,8.0,18.0,0.0,311.5,95.8,215.6
2013,34,67.0,Hancock,9,Central,Mostly Rural,71.0,18544,0.0,17.0,3.0,14.0,0.0,91.7,16.2,75.5
2013,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4177,0.0,20.0,6.0,4.0,0.0,478.8,143.6,95.8
2013,36,71.0,Henderson,9,Central,Mostly Rural,99.7,6963,0.0,9.0,3.0,19.0,0.0,129.3,43.1,272.9
2013,37,73.0,Henry,14,Central,Mostly Rural,50.3,49917,0.0,85.0,33.0,118.0,0.0,170.3,66.1,236.4
2013,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,28940,0.0,34.0,5.0,58.0,0.0,117.5,17.3,200.4
2013,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,59760,0.0,151.0,58.0,186.0,0.0,252.7,97.1,311.2
2013,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9607,0.0,14.0,3.0,16.0,0.0,145.7,31.2,166.5
2013,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,38641,0.0,88.0,123.0,127.0,0.0,227.7,318.3,328.7
2013,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22599,0.0,55.0,37.0,43.0,0.0,243.4,163.7,190.3
2013,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22399,0.0,11.0,1.0,28.0,0.0,49.1,4.5,125.0
2013,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12867,0.0,28.0,3.0,17.0,0.0,217.6,23.3,132.1
2013,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,522626,0.0,178.0,28.0,234.0,0.0,34.1,5.4,44.8
2013,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,112735,0.0,238.0,41.0,243.0,0.0,211.1,36.4,215.5
2013,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,119566,0.0,67.0,33.0,181.0,0.0,56.0,27.6,151.4
2013,48,95.0,Knox,9,Central,Mostly Urban,24.3,52129,0.0,94.0,3.0,166.0,0.0,180.3,5.8,318.4
2013,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,704207,0.0,596.0,162.0,1052.0,0.0,84.6,23.0,149.4
2013,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,112430,0.0,240.0,71.0,174.0,0.0,213.5,63.2,154.8
2013,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16728,0.0,36.0,14.0,61.0,0.0,215.2,83.7,364.7
2013,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35121,0.0,38.0,11.0,63.0,0.0,108.2,31.3,179.4
2013,53,105.0,Livingston,11,Central,Mostly Urban,40.8,37394,0.0,99.0,33.0,169.0,0.0,264.7,88.2,451.9
2013,54,107.0,Logan,11,Central,Mostly Urban,39.9,29826,0.0,63.0,4.0,73.0,0.0,211.2,13.4,244.8
2013,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32253,0.0,44.0,35.0,59.0,0.0,136.4,108.5,182.9
2013,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,307605,0.0,147.0,96.0,222.0,0.0,47.8,31.2,72.2
2013,57,113.0,McLean,11,Central,Mostly Urban,16.5,175037,0.0,333.0,90.0,616.0,0.0,190.2,51.4,351.9
2013,58,115.0,Macon,6,Central,Mostly Urban,15.3,109561,0.0,455.0,20.0,727.0,0.0,415.3,18.3,663.6
2013,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,46680,0.0,51.0,13.0,88.0,0.0,109.3,27.8,188.5
2013,60,119.0,Madison,3,Southern,Mostly Urban,13.3,267268,0.0,531.0,224.0,1048.0,0.0,198.7,83.8,392.1
