year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,reported_case,reported_case_rate
2002,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,32104,104.0,323.9
2002,57,113.0,McLean,11,Central,Mostly Urban,16.5,19619,92.0,468.9
2002,58,115.0,Macon,6,Central,Mostly Urban,15.3,22515,87.0,386.4
2002,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,10585,30.0,283.4
2002,60,119.0,Madison,3,Southern,Mostly Urban,13.3,47857,180.0,376.1
2002,61,121.0,Marion,4,Southern,Mostly Urban,45.1,8900,45.0,505.6
2002,62,123.0,Marshall,10,Central,Completely Rural,100.0,3108,13.0,418.3
2002,63,125.0,Mason,8,Central,Mostly Rural,77.5,3554,5.0,140.7
2002,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3453,20.0,579.2
2002,65,129.0,Menard,8,Central,Mostly Rural,75.7,2290,3.0,131.0
2002,66,131.0,Mercer,14,Central,Mostly Rural,77.8,3596,12.0,333.7
2002,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,5039,8.0,158.8
2002,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6500,19.0,292.3
2002,69,137.0,Morgan,7,Central,Mostly Urban,36.2,7271,34.0,467.6
2002,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3177,4.0,125.9
2002,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,9376,36.0,384.0
2002,72,143.0,Peoria,10,Central,Mostly Urban,14.6,33200,406.0,1222.9
2002,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4634,26.0,561.1
2002,74,147.0,Piatt,6,Central,Mostly Rural,67.7,3412,4.0,117.2
2002,75,149.0,Pike,8,Central,Mostly Rural,72.3,4074,6.0,147.3
2002,76,151.0,Pope,1,Southern,Completely Rural,100.0,1076,11.0,1022.3
2002,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1559,22.0,1411.2
2002,78,155.0,Putnam,10,Central,Completely Rural,100.0,1329,1.0,75.2
2002,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,6634,7.0,105.5
2002,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3864,45.0,1164.6
2002,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,29361,177.0,602.8
2002,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,42777,174.0,406.8
2002,83,165.0,Saline,1,Southern,Mostly Urban,43.7,6350,84.0,1322.8
2002,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,33669,197.0,585.1
2002,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1695,4.0,236.0
2002,86,171.0,Scott,7,Central,Completely Rural,100.0,1206,7.0,580.4
2002,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5165,19.0,367.9
2002,88,175.0,Stark,10,Central,Completely Rural,100.0,1506,7.0,464.8
2002,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,10399,45.0,432.7
2002,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,25137,155.0,616.6
2002,91,181.0,Union,1,Southern,Mostly Rural,65.9,4067,39.0,958.9
2002,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,17363,163.0,938.8
2002,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,2717,23.0,846.5
2002,94,187.0,Warren,9,Central,Mostly Urban,45.5,3918,14.0,357.3
2002,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3202,11.0,343.5
2002,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,4130,44.0,1065.4
2002,97,193.0,White,2,Southern,Mostly Rural,62.0,4010,21.0,523.7
2002,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,12650,70.0,553.4
2002,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,63515,156.0,245.6
2002,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,13334,141.0,1057.4
2002,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,47332,384.0,811.3
2002,102,203.0,Woodford,11,Central,Mostly Rural,54.9,6724,28.0,416.4
2003,1,1.0,Adams,8,Central,Mostly Urban,32.6,14901,61.0,409.4
2003,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,1984,18.0,907.3
2003,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3360,16.0,476.2
2003,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,6958,29.0,416.8
2003,5,9.0,Brown,8,Central,Mostly Urban,41.1,1131,3.0,265.3
2003,6,11.0,Bureau,13,Central,Mostly Rural,57.4,7871,24.0,304.9
2003,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1297,4.0,308.4
2003,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,4194,16.0,381.5
2003,9,17.0,Cass,8,Central,Mostly Rural,52.1,2808,11.0,391.7
2003,10,19.0,Champaign,6,Central,Mostly Urban,12.7,23799,78.0,327.7
2003,11,21.0,Christian,4,Central,Mostly Urban,43.5,7602,34.0,447.3
2003,12,23.0,Clark,5,Southern,Mostly Rural,59.5,3808,7.0,183.8
2003,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3306,15.0,453.7
2003,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,6764,13.0,192.2
2003,15,29.0,Coles,5,Central,Mostly Urban,24.3,9014,46.0,510.3
2003,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,827398,2430.0,293.7
2003,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4376,15.0,342.8
2003,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2269,11.0,484.8
2003,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,11964,42.0,351.1
2003,20,39.0,De Witt,6,Central,Mostly Urban,48.8,3497,7.0,200.2
2003,21,41.0,Douglas,6,Central,Mostly Rural,61.6,4052,12.0,296.2
2003,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,128172,206.0,160.7
2003,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4354,13.0,298.6
2003,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1654,9.0,544.1
2003,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,6359,28.0,440.3
2003,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,4367,18.0,412.2
2003,27,53.0,Ford,11,Central,Mostly Urban,41.8,3264,9.0,275.7
2003,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,9236,98.0,1061.1
2003,29,57.0,Fulton,9,Central,Mostly Rural,60.0,8690,53.0,609.9
2003,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1542,12.0,778.2
2003,31,61.0,Greene,7,Central,Mostly Rural,70.8,3279,49.0,1494.4
2003,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,6487,21.0,323.7
2003,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,2047,11.0,537.4
2003,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4601,11.0,239.1
2003,35,69.0,Hardin,2,Southern,Completely Rural,100.0,1164,11.0,945.0
2003,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1871,5.0,267.2
2003,37,73.0,Henry,14,Central,Mostly Rural,50.3,10763,82.0,761.9
2003,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,7206,27.0,374.7
2003,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,8533,84.0,984.4
2003,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2097,6.0,286.1
2003,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,8000,68.0,850.0
2003,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,4266,27.0,632.9
2003,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,5681,5.0,88.0
2003,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2491,10.0,401.4
2003,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,51915,157.0,302.4
2003,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,18126,124.0,684.1
2003,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,8047,12.0,149.1
2003,48,95.0,Knox,9,Central,Mostly Urban,24.3,12169,70.0,575.2
2003,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,84234,139.0,165.0
2003,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,23227,89.0,383.2
2003,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3734,26.0,696.3
2003,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,6886,28.0,406.6
2003,53,105.0,Livingston,11,Central,Mostly Urban,40.8,7677,29.0,377.8
2003,54,107.0,Logan,11,Central,Mostly Urban,39.9,5873,6.0,102.2
2003,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5739,31.0,540.2
2003,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,34394,72.0,209.3
2003,57,113.0,McLean,11,Central,Mostly Urban,16.5,20108,125.0,621.6
2003,58,115.0,Macon,6,Central,Mostly Urban,15.3,22662,93.0,410.4
2003,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,10630,43.0,404.5
2003,60,119.0,Madison,3,Southern,Mostly Urban,13.3,48564,161.0,331.5
2003,61,121.0,Marion,4,Southern,Mostly Urban,45.1,9015,59.0,654.5
2003,62,123.0,Marshall,10,Central,Completely Rural,100.0,3133,12.0,383.0
2003,63,125.0,Mason,8,Central,Mostly Rural,77.5,3617,6.0,165.9
2003,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3478,28.0,805.1
2003,65,129.0,Menard,8,Central,Mostly Rural,75.7,2333,3.0,128.6
2003,66,131.0,Mercer,14,Central,Mostly Rural,77.8,3647,13.0,356.5
2003,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,5172,10.0,193.3
2003,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6499,19.0,292.4
2003,69,137.0,Morgan,7,Central,Mostly Urban,36.2,7303,57.0,780.5
2003,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3188,3.0,94.1
2003,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,9701,45.0,463.9
2003,72,143.0,Peoria,10,Central,Mostly Urban,14.6,33466,360.0,1075.7
2003,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4663,27.0,579.0
2003,74,147.0,Piatt,6,Central,Mostly Rural,67.7,3489,8.0,229.3
2003,75,149.0,Pike,8,Central,Mostly Rural,72.3,4097,14.0,341.7
2003,76,151.0,Pope,1,Southern,Completely Rural,100.0,1116,10.0,896.1
2003,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1505,21.0,1395.3
2003,78,155.0,Putnam,10,Central,Completely Rural,100.0,1331,4.0,300.5
2003,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,6618,20.0,302.2
2003,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3861,44.0,1139.6
2003,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,29579,168.0,568.0
2003,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,43165,207.0,479.6
2003,83,165.0,Saline,1,Southern,Mostly Urban,43.7,6283,58.0,923.1
2003,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,34177,217.0,634.9
2003,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1690,2.0,118.3
2003,86,171.0,Scott,7,Central,Completely Rural,100.0,1215,7.0,576.1
2003,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5250,15.0,285.7
2003,88,175.0,Stark,10,Central,Completely Rural,100.0,1498,4.0,267.0
2003,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,10532,36.0,341.8
2003,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,25481,146.0,573.0
2003,91,181.0,Union,1,Southern,Mostly Rural,65.9,4160,29.0,697.1
2003,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,17460,130.0,744.6
2003,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,2748,24.0,873.4
2003,94,187.0,Warren,9,Central,Mostly Urban,45.5,3858,15.0,388.8
2003,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3172,13.0,409.8
2003,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,4138,39.0,942.5
2003,97,193.0,White,2,Southern,Mostly Rural,62.0,3991,31.0,776.7
2003,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,12744,82.0,643.4
2003,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,67639,179.0,264.6
2003,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,13468,162.0,1202.9
2003,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,48550,361.0,743.6
2003,102,203.0,Woodford,11,Central,Mostly Rural,54.9,6840,24.0,350.9
2004,1,1.0,Adams,8,Central,Mostly Urban,32.6,14857,93.0,626.0
2004,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2001,23.0,1149.4
2004,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3328,13.0,390.6
2004,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,7266,30.0,412.9
2004,5,9.0,Brown,8,Central,Mostly Urban,41.1,1114,4.0,359.1
2004,6,11.0,Bureau,13,Central,Mostly Rural,57.4,7924,23.0,290.3
2004,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1305,2.0,153.3
2004,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,4186,20.0,477.8
2004,9,17.0,Cass,8,Central,Mostly Rural,52.1,2802,18.0,642.4
2004,10,19.0,Champaign,6,Central,Mostly Urban,12.7,24141,104.0,430.8
2004,11,21.0,Christian,4,Central,Mostly Urban,43.5,7576,44.0,580.8
2004,12,23.0,Clark,5,Southern,Mostly Rural,59.5,3838,11.0,286.6
2004,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3265,14.0,428.8
2004,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,6844,19.0,277.6
2004,15,29.0,Coles,5,Central,Mostly Urban,24.3,9087,50.0,550.2
2004,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,827339,2623.0,317.0
2004,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4328,18.0,415.9
2004,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2251,13.0,577.5
2004,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,12258,83.0,677.1
2004,20,39.0,De Witt,6,Central,Mostly Urban,48.8,3513,6.0,170.8
2004,21,41.0,Douglas,6,Central,Mostly Rural,61.6,4047,18.0,444.8
2004,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,130425,209.0,160.2
2004,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4369,19.0,434.9
2004,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1633,17.0,1041.0
2004,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,6436,21.0,326.3
2004,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,4378,17.0,388.3
2004,27,53.0,Ford,11,Central,Mostly Urban,41.8,3230,20.0,619.2
2004,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,9339,91.0,974.4
2004,29,57.0,Fulton,9,Central,Mostly Rural,60.0,8665,74.0,854.0
2004,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1552,12.0,773.2
2004,31,61.0,Greene,7,Central,Mostly Rural,70.8,3252,34.0,1045.5
2004,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,6567,21.0,319.8
2004,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,2039,24.0,1177.0
2004,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4612,15.0,325.2
2004,35,69.0,Hardin,2,Southern,Completely Rural,100.0,1151,8.0,695.0
2004,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1911,6.0,314.0
2004,37,73.0,Henry,14,Central,Mostly Rural,50.3,10840,49.0,452.0
2004,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,7214,34.0,471.3
2004,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,8534,76.0,890.6
2004,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2117,12.0,566.8
2004,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,8079,54.0,668.4
2004,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,4319,34.0,787.2
2004,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,5794,4.0,69.0
2004,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2511,11.0,438.1
2004,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,54199,213.0,393.0
2004,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,18487,96.0,519.3
2004,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,8563,12.0,140.1
2004,48,95.0,Knox,9,Central,Mostly Urban,24.3,12159,92.0,756.6
2004,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,86983,191.0,219.6
2004,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,23133,103.0,445.3
2004,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3669,27.0,735.9
2004,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,6912,33.0,477.4
2004,53,105.0,Livingston,11,Central,Mostly Urban,40.8,7634,22.0,288.2
2004,54,107.0,Logan,11,Central,Mostly Urban,39.9,5873,8.0,136.2
2004,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5702,23.0,403.4
2004,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,36631,101.0,275.7
2004,57,113.0,McLean,11,Central,Mostly Urban,16.5,20436,113.0,552.9
2004,58,115.0,Macon,6,Central,Mostly Urban,15.3,22686,87.0,383.5
2004,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,10631,99.0,931.2
2004,60,119.0,Madison,3,Southern,Mostly Urban,13.3,48613,184.0,378.5
2004,61,121.0,Marion,4,Southern,Mostly Urban,45.1,8990,78.0,867.6
2004,62,123.0,Marshall,10,Central,Completely Rural,100.0,3133,13.0,414.9
2004,63,125.0,Mason,8,Central,Mostly Rural,77.5,3552,10.0,281.5
2004,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3512,21.0,597.9
2004,65,129.0,Menard,8,Central,Mostly Rural,75.7,2386,5.0,209.6
2004,66,131.0,Mercer,14,Central,Mostly Rural,77.8,3749,6.0,160.0
2004,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,5270,11.0,208.7
2004,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6534,32.0,489.7
2004,69,137.0,Morgan,7,Central,Mostly Urban,36.2,7366,47.0,638.1
2004,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3197,18.0,563.0
2004,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,9974,52.0,521.4
2004,72,143.0,Peoria,10,Central,Mostly Urban,14.6,33521,373.0,1112.7
2004,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4637,30.0,647.0
2004,74,147.0,Piatt,6,Central,Mostly Rural,67.7,3527,6.0,170.1
2004,75,149.0,Pike,8,Central,Mostly Rural,72.3,4133,9.0,217.8
2004,76,151.0,Pope,1,Southern,Completely Rural,100.0,1115,7.0,627.8
2004,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,1436,12.0,835.7
2004,78,155.0,Putnam,10,Central,Completely Rural,100.0,1366,5.0,366.0
2004,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,6562,14.0,213.3
2004,80,159.0,Richland,2,Southern,Mostly Urban,43.5,3862,40.0,1035.7
2004,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,29840,198.0,663.5
2004,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,43207,194.0,449.0
2004,83,165.0,Saline,1,Southern,Mostly Urban,43.7,6274,55.0,876.6
2004,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,34501,191.0,553.6
2004,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1694,8.0,472.3
2004,86,171.0,Scott,7,Central,Completely Rural,100.0,1205,11.0,912.9
2004,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5235,16.0,305.6
2004,88,175.0,Stark,10,Central,Completely Rural,100.0,1525,6.0,393.4
2004,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,10661,39.0,365.8
2004,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,25795,164.0,635.8
2004,91,181.0,Union,1,Southern,Mostly Rural,65.9,4180,28.0,669.9
2004,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,17377,187.0,1076.1
2004,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,2737,28.0,1023.0
2004,94,187.0,Warren,9,Central,Mostly Urban,45.5,3853,19.0,493.1
2004,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3118,11.0,352.8
2004,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,4120,41.0,995.1
2004,97,193.0,White,2,Southern,Mostly Rural,62.0,3999,27.0,675.2
2004,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,12822,73.0,569.3
2004,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,71359,168.0,235.4
2004,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,13633,175.0,1283.6
2004,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,49492,405.0,818.3
2004,102,203.0,Woodford,11,Central,Mostly Rural,54.9,6952,31.0,445.9
2005,1,1.0,Adams,8,Central,Mostly Urban,32.6,14920,76.0,509.4
2005,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,1979,24.0,1212.7
2005,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3349,11.0,328.5
2005,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,7524,22.0,292.4
2005,5,9.0,Brown,8,Central,Mostly Urban,41.1,1091,3.0,275.0
2005,6,11.0,Bureau,13,Central,Mostly Rural,57.4,7889,30.0,380.3
2005,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1308,6.0,458.7
2005,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,4228,20.0,473.0
2005,9,17.0,Cass,8,Central,Mostly Rural,52.1,2774,9.0,324.4
2005,10,19.0,Champaign,6,Central,Mostly Urban,12.7,24264,102.0,420.4
2005,11,21.0,Christian,4,Central,Mostly Urban,43.5,7625,37.0,485.2
2005,12,23.0,Clark,5,Southern,Mostly Rural,59.5,3843,8.0,208.2
2005,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3269,23.0,703.6
2005,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,6897,16.0,232.0
2005,15,29.0,Coles,5,Central,Mostly Urban,24.3,9062,68.0,750.4
2005,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,825528,2736.0,331.4
2005,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4323,23.0,532.0
2005,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,2279,7.0,307.2
2005,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,12495,75.0,600.2
2005,20,39.0,De Witt,6,Central,Mostly Urban,48.8,3532,6.0,169.9
2005,21,41.0,Douglas,6,Central,Mostly Rural,61.6,4048,19.0,469.4
2005,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,132903,242.0,182.1
2005,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4338,14.0,322.7
2005,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1590,7.0,440.3
2005,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,6468,37.0,572.0
2005,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,4387,19.0,433.1
2005,27,53.0,Ford,11,Central,Mostly Urban,41.8,3221,11.0,341.5
2005,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,9380,95.0,1012.8
2005,29,57.0,Fulton,9,Central,Mostly Rural,60.0,8601,51.0,593.0
2005,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1601,10.0,624.6
2005,31,61.0,Greene,7,Central,Mostly Rural,70.8,3206,46.0,1434.8
2005,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,6641,19.0,286.1
2005,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,2050,22.0,1073.2
2005,34,67.0,Hancock,9,Central,Mostly Rural,71.0,4648,10.0,215.1
2005,35,69.0,Hardin,2,Southern,Completely Rural,100.0,1146,6.0,523.6
2005,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1925,7.0,363.6
2005,37,73.0,Henry,14,Central,Mostly Rural,50.3,10911,45.0,412.4
2005,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,7226,36.0,498.2
2005,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,8667,96.0,1107.6
2005,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2119,18.0,849.5
2005,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,8153,67.0,821.8
2005,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,4390,59.0,1344.0
2005,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,5831,6.0,102.9
2005,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2559,7.0,273.5
2005,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,56432,248.0,439.5
2005,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,18782,87.0,463.2
2005,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,9024,17.0,188.4
2005,48,95.0,Knox,9,Central,Mostly Urban,24.3,12166,77.0,632.9
2005,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,89480,163.0,182.2
2005,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,23113,109.0,471.6
2005,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3671,26.0,708.3
2005,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,6950,31.0,446.0
2005,53,105.0,Livingston,11,Central,Mostly Urban,40.8,7567,27.0,356.8
2005,54,107.0,Logan,11,Central,Mostly Urban,39.9,5825,20.0,343.3
2005,55,109.0,McDonough,9,Central,Mostly Urban,29.5,5693,25.0,439.1
2005,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,38861,104.0,267.6
2005,57,113.0,McLean,11,Central,Mostly Urban,16.5,20783,136.0,654.4
2005,58,115.0,Macon,6,Central,Mostly Urban,15.3,22651,104.0,459.1
2005,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,10533,59.0,560.1
2005,60,119.0,Madison,3,Southern,Mostly Urban,13.3,48813,178.0,364.7
2005,61,121.0,Marion,4,Southern,Mostly Urban,45.1,8968,61.0,680.2
2005,62,123.0,Marshall,10,Central,Completely Rural,100.0,3086,15.0,486.1
2005,63,125.0,Mason,8,Central,Mostly Rural,77.5,3574,18.0,503.6
2005,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3539,23.0,649.9
2005,65,129.0,Menard,8,Central,Mostly Rural,75.7,2404,6.0,249.6
2005,66,131.0,Mercer,14,Central,Mostly Rural,77.8,3771,14.0,371.3
2005,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,5362,15.0,279.7
2005,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,6502,47.0,722.9
2005,69,137.0,Morgan,7,Central,Mostly Urban,36.2,7410,46.0,620.8
2005,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3184,14.0,439.7
2005,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,10153,38.0,374.3
2005,72,143.0,Peoria,10,Central,Mostly Urban,14.6,33562,335.0,998.2
2005,73,145.0,Perry,20,Southern,Mostly Urban,43.6,4618,42.0,909.5
2005,74,147.0,Piatt,6,Central,Mostly Rural,67.7,3541,0.0,0.0
