year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,total,total_rate
2005,57,113.0,McLean,11,Central,Mostly Urban,16.5,159374,6.0,3.8
2005,58,115.0,Macon,6,Central,Mostly Urban,15.3,109582,10.0,9.1
2005,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48416,1.0,2.1
2005,60,119.0,Madison,3,Southern,Mostly Urban,13.3,264911,6.0,2.3
2005,61,121.0,Marion,4,Southern,Mostly Urban,45.1,39688,0.0,0.0
2005,62,123.0,Marshall,10,Central,Completely Rural,100.0,12934,1.0,7.7
2005,63,125.0,Mason,8,Central,Mostly Rural,77.5,15450,0.0,0.0
2005,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15211,0.0,0.0
2005,65,129.0,Menard,8,Central,Mostly Rural,75.7,12394,0.0,0.0
2005,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16554,0.0,0.0
2005,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,31300,0.0,0.0
2005,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,29958,0.0,0.0
2005,69,137.0,Morgan,7,Central,Mostly Urban,36.2,35662,0.0,0.0
2005,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14338,0.0,0.0
2005,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,53935,0.0,0.0
2005,72,143.0,Peoria,10,Central,Mostly Urban,14.6,182105,15.0,8.2
2005,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22569,0.0,0.0
2005,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16495,0.0,0.0
2005,75,149.0,Pike,8,Central,Mostly Rural,72.3,16719,0.0,0.0
2005,76,151.0,Pope,1,Southern,Completely Rural,100.0,4107,0.0,0.0
2005,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,6663,0.0,0.0
2005,78,155.0,Putnam,10,Central,Completely Rural,100.0,5973,0.0,0.0
2005,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33015,0.0,0.0
2005,80,159.0,Richland,2,Southern,Mostly Urban,43.5,15841,0.0,0.0
2005,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,146451,2.0,1.4
2005,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,258849,2.0,0.8
2005,83,165.0,Saline,1,Southern,Mostly Urban,43.7,25961,1.0,3.9
2005,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,192622,20.0,10.4
2005,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7065,0.0,0.0
2005,86,171.0,Scott,7,Central,Completely Rural,100.0,5333,0.0,0.0
2005,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22033,0.0,0.0
2005,88,175.0,Stark,10,Central,Completely Rural,100.0,6094,0.0,0.0
2005,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,47290,0.0,0.0
2005,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,129176,3.0,2.3
2005,91,181.0,Union,1,Southern,Mostly Rural,65.9,18100,0.0,0.0
2005,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,81696,4.0,4.9
2005,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12412,0.0,0.0
2005,94,187.0,Warren,9,Central,Mostly Urban,45.5,17704,0.0,0.0
2005,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14820,0.0,0.0
2005,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16640,0.0,0.0
2005,97,193.0,White,2,Southern,Mostly Rural,62.0,14975,0.0,0.0
2005,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,59175,0.0,0.0
2005,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,631397,2.0,0.3
2005,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,63493,0.0,0.0
2005,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,289422,1.0,0.3
2005,102,203.0,Woodford,11,Central,Mostly Rural,54.9,37025,0.0,0.0
2006,1,1.0,Adams,8,Central,Mostly Urban,32.6,66922,0.0,0.0
2006,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,8410,0.0,0.0
2006,3,5.0,Bond,3,Southern,Mostly Rural,60.7,18143,0.0,0.0
2006,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,51472,0.0,0.0
2006,5,9.0,Brown,8,Central,Mostly Urban,41.1,6601,0.0,0.0
2006,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34914,0.0,0.0
2006,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5121,0.0,0.0
2006,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,15972,1.0,6.3
2006,9,17.0,Cass,8,Central,Mostly Rural,52.1,13529,0.0,0.0
2006,10,19.0,Champaign,6,Central,Mostly Urban,12.7,190599,5.0,2.6
2006,11,21.0,Christian,4,Central,Mostly Urban,43.5,34642,0.0,0.0
2006,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16786,0.0,0.0
2006,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13815,0.0,0.0
2006,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,36202,0.0,0.0
2006,15,29.0,Coles,5,Central,Mostly Urban,24.3,52238,0.0,0.0
2006,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5236986,65.0,1.2
2006,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19619,1.0,5.1
2006,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10856,0.0,0.0
2006,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,102752,3.0,2.9
2006,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16419,0.0,0.0
2006,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19580,4.0,20.4
2006,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,922190,9.0,1.0
2006,23,45.0,Edgar,5,Central,Mostly Rural,51.8,18900,0.0,0.0
2006,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6520,0.0,0.0
2006,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34315,0.0,0.0
2006,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21086,0.0,0.0
2006,27,53.0,Ford,11,Central,Mostly Urban,41.8,13957,0.0,0.0
2006,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39309,0.0,0.0
2006,29,57.0,Fulton,9,Central,Mostly Rural,60.0,36984,0.0,0.0
2006,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6026,0.0,0.0
2006,31,61.0,Greene,7,Central,Mostly Rural,70.8,13862,0.0,0.0
2006,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,45602,1.0,2.2
2006,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8264,0.0,0.0
2006,34,67.0,Hancock,9,Central,Mostly Rural,71.0,18893,0.0,0.0
2006,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4506,0.0,0.0
2006,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7602,0.0,0.0
2006,37,73.0,Henry,14,Central,Mostly Rural,50.3,49526,0.0,0.0
2006,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,30063,2.0,6.7
2006,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,59064,1.0,1.7
2006,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9669,0.0,0.0
2006,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40109,0.0,0.0
2006,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22354,0.0,0.0
2006,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22309,0.0,0.0
2006,44,87.0,Johnson,1,Southern,Completely Rural,100.0,13687,0.0,0.0
2006,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,485142,21.0,4.3
2006,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,110108,0.0,0.0
2006,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,87864,0.0,0.0
2006,48,95.0,Knox,9,Central,Mostly Urban,24.3,52300,5.0,9.6
2006,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,698305,3.0,0.4
2006,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,112075,0.0,0.0
2006,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16489,0.0,0.0
2006,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,34963,0.0,0.0
2006,53,105.0,Livingston,11,Central,Mostly Urban,40.8,37997,0.0,0.0
2006,54,107.0,Logan,11,Central,Mostly Urban,39.9,29938,0.0,0.0
2006,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32968,12.0,36.4
2006,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,309214,1.0,0.3
2006,57,113.0,McLean,11,Central,Mostly Urban,16.5,161802,8.0,4.9
2006,58,115.0,Macon,6,Central,Mostly Urban,15.3,109025,2.0,1.8
2006,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48165,0.0,0.0
2006,60,119.0,Madison,3,Southern,Mostly Urban,13.3,266119,2.0,0.8
2006,61,121.0,Marion,4,Southern,Mostly Urban,45.1,39736,0.0,0.0
2006,62,123.0,Marshall,10,Central,Completely Rural,100.0,12877,0.0,0.0
2006,63,125.0,Mason,8,Central,Mostly Rural,77.5,15129,0.0,0.0
2006,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15085,0.0,0.0
2006,65,129.0,Menard,8,Central,Mostly Rural,75.7,12376,0.0,0.0
2006,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16478,0.0,0.0
2006,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,31944,0.0,0.0
2006,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,29959,0.0,0.0
2006,69,137.0,Morgan,7,Central,Mostly Urban,36.2,35435,0.0,0.0
2006,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14270,0.0,0.0
2006,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,54621,0.0,0.0
2006,72,143.0,Peoria,10,Central,Mostly Urban,14.6,182550,11.0,6.0
2006,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22667,0.0,0.0
2006,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16500,0.0,0.0
2006,75,149.0,Pike,8,Central,Mostly Rural,72.3,16460,0.0,0.0
2006,76,151.0,Pope,1,Southern,Completely Rural,100.0,4110,0.0,0.0
2006,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,6518,0.0,0.0
2006,78,155.0,Putnam,10,Central,Completely Rural,100.0,5925,0.0,0.0
2006,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33001,0.0,0.0
2006,80,159.0,Richland,2,Southern,Mostly Urban,43.5,15678,0.0,0.0
2006,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,146341,0.0,0.0
2006,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,260503,0.0,0.0
2006,83,165.0,Saline,1,Southern,Mostly Urban,43.7,25996,0.0,0.0
2006,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,193305,25.0,12.9
2006,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,6987,0.0,0.0
2006,86,171.0,Scott,7,Central,Completely Rural,100.0,5248,0.0,0.0
2006,87,173.0,Shelby,4,Central,Mostly Rural,77.7,21890,0.0,0.0
2006,88,175.0,Stark,10,Central,Completely Rural,100.0,6106,0.0,0.0
2006,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,46957,3.0,6.4
2006,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,129837,1.0,0.8
2006,91,181.0,Union,1,Southern,Mostly Rural,65.9,18118,0.0,0.0
2006,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,81502,2.0,2.5
2006,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12306,0.0,0.0
2006,94,187.0,Warren,9,Central,Mostly Urban,45.5,17639,0.0,0.0
2006,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14852,0.0,0.0
2006,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16504,0.0,0.0
2006,97,193.0,White,2,Southern,Mostly Rural,62.0,14826,0.0,0.0
2006,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,59135,0.0,0.0
2006,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,656075,3.0,0.5
2006,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,63543,0.0,0.0
2006,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,292797,0.0,0.0
2006,102,203.0,Woodford,11,Central,Mostly Rural,54.9,37376,0.0,0.0
2007,1,1.0,Adams,8,Central,Mostly Urban,32.6,66840,0.0,0.0
2007,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,8206,0.0,0.0
2007,3,5.0,Bond,3,Southern,Mostly Rural,60.7,18312,0.0,0.0
2007,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,53162,0.0,0.0
2007,5,9.0,Brown,8,Central,Mostly Urban,41.1,6530,0.0,0.0
2007,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34849,0.0,0.0
2007,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5097,0.0,0.0
2007,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,15861,0.0,0.0
2007,9,17.0,Cass,8,Central,Mostly Rural,52.1,13609,0.0,0.0
2007,10,19.0,Champaign,6,Central,Mostly Urban,12.7,192975,6.0,3.1
2007,11,21.0,Christian,4,Central,Mostly Urban,43.5,34566,0.0,0.0
2007,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16831,0.0,0.0
2007,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13705,0.0,0.0
2007,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,36216,0.0,0.0
2007,15,29.0,Coles,5,Central,Mostly Urban,24.3,52270,1.0,1.9
2007,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5235762,57.0,1.1
2007,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19502,0.0,0.0
2007,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10795,0.0,0.0
2007,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,105321,4.0,3.8
2007,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16327,0.0,0.0
2007,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19466,0.0,0.0
2007,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,922948,16.0,1.7
2007,23,45.0,Edgar,5,Central,Mostly Rural,51.8,18811,2.0,10.6
2007,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6525,0.0,0.0
2007,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34246,0.0,0.0
2007,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,20959,0.0,0.0
2007,27,53.0,Ford,11,Central,Mostly Urban,41.8,14056,0.0,0.0
2007,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39217,0.0,0.0
2007,29,57.0,Fulton,9,Central,Mostly Rural,60.0,36831,0.0,0.0
2007,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,5940,0.0,0.0
2007,31,61.0,Greene,7,Central,Mostly Rural,70.8,13680,0.0,0.0
2007,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,47094,0.0,0.0
2007,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8148,0.0,0.0
2007,34,67.0,Hancock,9,Central,Mostly Rural,71.0,18761,0.0,0.0
2007,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4462,0.0,0.0
2007,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7551,0.0,0.0
2007,37,73.0,Henry,14,Central,Mostly Rural,50.3,49521,0.0,0.0
2007,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,30018,0.0,0.0
2007,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,58216,0.0,0.0
2007,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9619,0.0,0.0
2007,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40096,0.0,0.0
2007,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22379,0.0,0.0
2007,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22169,0.0,0.0
2007,44,87.0,Johnson,1,Southern,Completely Rural,100.0,13688,0.0,0.0
2007,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,495416,22.0,4.4
2007,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,111725,0.0,0.0
2007,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,97112,0.0,0.0
2007,48,95.0,Knox,9,Central,Mostly Urban,24.3,51932,11.0,21.2
2007,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,702479,2.0,0.3
2007,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,112498,0.0,0.0
2007,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16598,0.0,0.0
2007,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35150,0.0,0.0
2007,53,105.0,Livingston,11,Central,Mostly Urban,40.8,37983,0.0,0.0
2007,54,107.0,Logan,11,Central,Mostly Urban,39.9,29880,0.0,0.0
2007,55,109.0,McDonough,9,Central,Mostly Urban,29.5,33080,1.0,3.0
2007,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,314696,1.0,0.3
2007,57,113.0,McLean,11,Central,Mostly Urban,16.5,163983,9.0,5.5
2007,58,115.0,Macon,6,Central,Mostly Urban,15.3,108722,10.0,9.2
2007,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48234,0.0,0.0
2007,60,119.0,Madison,3,Southern,Mostly Urban,13.3,267105,3.0,1.1
2007,61,121.0,Marion,4,Southern,Mostly Urban,45.1,39584,0.0,0.0
2007,62,123.0,Marshall,10,Central,Completely Rural,100.0,12895,0.0,0.0
2007,63,125.0,Mason,8,Central,Mostly Rural,77.5,15048,0.0,0.0
2007,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15113,0.0,0.0
2007,65,129.0,Menard,8,Central,Mostly Rural,75.7,12518,0.0,0.0
2007,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16429,0.0,0.0
2007,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,32441,3.0,9.2
2007,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,29789,0.0,0.0
2007,69,137.0,Morgan,7,Central,Mostly Urban,36.2,35360,0.0,0.0
2007,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14346,0.0,0.0
2007,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,55023,0.0,0.0
2007,72,143.0,Peoria,10,Central,Mostly Urban,14.6,183088,9.0,4.9
2007,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22582,0.0,0.0
2007,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16456,0.0,0.0
2007,75,149.0,Pike,8,Central,Mostly Rural,72.3,16576,0.0,0.0
2007,76,151.0,Pope,1,Southern,Completely Rural,100.0,4108,0.0,0.0
2007,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,6444,0.0,0.0
2007,78,155.0,Putnam,10,Central,Completely Rural,100.0,5986,0.0,0.0
2007,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,32826,0.0,0.0
2007,80,159.0,Richland,2,Southern,Mostly Urban,43.5,15609,0.0,0.0
2007,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,147071,1.0,0.7
2007,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,261238,0.0,0.0
2007,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26008,0.0,0.0
2007,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,193845,19.0,9.8
2007,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,6943,1.0,14.4
2007,86,171.0,Scott,7,Central,Completely Rural,100.0,5219,0.0,0.0
2007,87,173.0,Shelby,4,Central,Mostly Rural,77.7,21753,0.0,0.0
2007,88,175.0,Stark,10,Central,Completely Rural,100.0,6088,0.0,0.0
2007,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,46723,0.0,0.0
2007,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,130972,5.0,3.8
2007,91,181.0,Union,1,Southern,Mostly Rural,65.9,18123,0.0,0.0
2007,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,80910,0.0,0.0
2007,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12181,0.0,0.0
2007,94,187.0,Warren,9,Central,Mostly Urban,45.5,17591,0.0,0.0
2007,95,189.0,Washington,20,Southern,Mostly Rural,73.6,14725,0.0,0.0
2007,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,16594,0.0,0.0
2007,97,193.0,White,2,Southern,Mostly Rural,62.0,14674,0.0,0.0
2007,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,58972,0.0,0.0
2007,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,670013,4.0,0.6
2007,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,64248,8.0,12.5
2007,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,297603,0.0,0.0
2007,102,203.0,Woodford,11,Central,Mostly Rural,54.9,37972,0.0,0.0
2008,1,1.0,Adams,8,Central,Mostly Urban,32.6,66895,0.0,0.0
2008,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,8112,0.0,0.0
2008,3,5.0,Bond,3,Southern,Mostly Rural,60.7,18185,1.0,5.5
2008,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,53892,0.0,0.0
2008,5,9.0,Brown,8,Central,Mostly Urban,41.1,6564,0.0,0.0
2008,6,11.0,Bureau,13,Central,Mostly Rural,57.4,34759,0.0,0.0
2008,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5024,0.0,0.0
2008,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,15809,0.0,0.0
2008,9,17.0,Cass,8,Central,Mostly Rural,52.1,13576,1.0,7.4
2008,10,19.0,Champaign,6,Central,Mostly Urban,12.7,193562,7.0,3.6
2008,11,21.0,Christian,4,Central,Mostly Urban,43.5,34467,0.0,0.0
2008,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16788,0.0,0.0
2008,13,25.0,Clay,4,Southern,Mostly Rural,64.7,13663,0.0,0.0
2008,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,36402,0.0,0.0
2008,15,29.0,Coles,5,Central,Mostly Urban,24.3,52111,0.0,0.0
2008,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5256705,63.0,1.2
2008,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,19415,0.0,0.0
2008,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10803,0.0,0.0
2008,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,106503,0.0,0.0
2008,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16272,0.0,0.0
2008,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19313,0.0,0.0
2008,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,927382,9.0,1.0
2008,23,45.0,Edgar,5,Central,Mostly Rural,51.8,18624,1.0,5.4
2008,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6496,0.0,0.0
2008,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34274,0.0,0.0
2008,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,20957,1.0,4.8
2008,27,53.0,Ford,11,Central,Mostly Urban,41.8,13943,0.0,0.0
2008,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39288,0.0,0.0
2008,29,57.0,Fulton,9,Central,Mostly Rural,60.0,36714,3.0,8.2
2008,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,5867,0.0,0.0
2008,31,61.0,Greene,7,Central,Mostly Rural,70.8,13613,0.0,0.0
2008,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,48005,2.0,4.2
2008,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8145,0.0,0.0
2008,34,67.0,Hancock,9,Central,Mostly Rural,71.0,18553,0.0,0.0
2008,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4408,0.0,0.0
2008,36,71.0,Henderson,9,Central,Mostly Rural,99.7,7463,0.0,0.0
2008,37,73.0,Henry,14,Central,Mostly Rural,50.3,49417,1.0,2.0
2008,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,29983,0.0,0.0
2008,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,58151,1.0,1.7
2008,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,9622,0.0,0.0
2008,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,40069,0.0,0.0
2008,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,22597,0.0,0.0
2008,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22089,0.0,0.0
2008,44,87.0,Johnson,1,Southern,Completely Rural,100.0,13675,0.0,0.0
2008,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,504057,12.0,2.4
2008,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,112719,0.0,0.0
2008,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,101499,0.0,0.0
2008,48,95.0,Knox,9,Central,Mostly Urban,24.3,51778,7.0,13.5
2008,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,707622,3.0,0.4
2008,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,112732,0.0,0.0
2008,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,16525,0.0,0.0
2008,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,35075,1.0,2.9
2008,53,105.0,Livingston,11,Central,Mostly Urban,40.8,37834,1.0,2.6
2008,54,107.0,Logan,11,Central,Mostly Urban,39.9,29907,1.0,3.3
2008,55,109.0,McDonough,9,Central,Mostly Urban,29.5,32787,12.0,36.6
2008,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,318118,2.0,0.6
2008,57,113.0,McLean,11,Central,Mostly Urban,16.5,165571,7.0,4.2
2008,58,115.0,Macon,6,Central,Mostly Urban,15.3,108326,7.0,6.5
2008,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48150,0.0,0.0
2008,60,119.0,Madison,3,Southern,Mostly Urban,13.3,267839,0.0,0.0
2008,61,121.0,Marion,4,Southern,Mostly Urban,45.1,39422,0.0,0.0
2008,62,123.0,Marshall,10,Central,Completely Rural,100.0,12745,1.0,7.8
2008,63,125.0,Mason,8,Central,Mostly Rural,77.5,14965,0.0,0.0
2008,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15027,0.0,0.0
2008,65,129.0,Menard,8,Central,Mostly Rural,75.7,12546,0.0,0.0
2008,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16465,0.0,0.0
2008,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,32871,0.0,0.0
2008,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,29704,1.0,3.4
2008,69,137.0,Morgan,7,Central,Mostly Urban,36.2,35147,0.0,0.0
2008,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14376,0.0,0.0
2008,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,55289,1.0,1.8
2008,72,143.0,Peoria,10,Central,Mostly Urban,14.6,183810,5.0,2.7
2008,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22466,0.0,0.0
2008,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16493,1.0,6.1
2008,75,149.0,Pike,8,Central,Mostly Rural,72.3,16391,0.0,0.0
2008,76,151.0,Pope,1,Southern,Completely Rural,100.0,4041,0.0,0.0
